ID TIME n private balances
1 1786572160.373 0 {} {}
1 1786572160.374 1 {} {'1': 0, '0': 0}
1 1786572160.374 6 None {'1': 1, '0': 0, '2': 0, '4': 0, '5': 0}
1 1786572160.374 11 None {'1': 1, '0': 0, '2': 4, '4': 0, '5': 0, '3': 0}
1 1786572160.374 15 None {'1': 1, '0': 0, '2': 4, '4': 0, '5': 4, '3': 0}
1 1786572160.374 21 None {'1': 1, '0': 0, '2': 4, '4': 3, '5': 4, '3': 0}
1 1786572160.374 26 None {'1': 6, '0': 0, '2': 4, '4': 3, '5': 4, '3': 0}
1 1786572160.374 31 None {'1': 6, '0': 0, '2': 4, '4': 3, '5': 4, '3': 4}
1 1786572160.374 35 None {'1': 6, '0': 0, '2': 4, '4': 3, '5': 8, '3': 4}
1 1786572160.375 38 None {'1': 9, '0': 0, '2': 4, '4': 3, '5': 8, '3': 4}
1 1786572160.375 44 None {'1': 9, '0': 0, '2': 4, '4': 3, '5': 8, '3': 6}
1 1786572160.375 47 None {'1': 9, '0': 0, '2': 9, '4': 3, '5': 8, '3': 6}
1 1786572160.375 52 None {'1': 11, '0': 0, '2': 9, '4': 3, '5': 8, '3': 6}
1 1786572160.375 57 None {'1': 11, '0': 0, '2': 9, '4': 3, '5': 8, '3': 10}
1 1786572160.375 60 None {'1': 11, '0': 0, '2': 13, '4': 3, '5': 8, '3': 10}
1 1786572160.375 66 None {'1': 11, '0': 0, '2': 13, '4': 3, '5': 10, '3': 10}
1 1786572160.375 69 None {'1': 16, '0': 0, '2': 13, '4': 3, '5': 10, '3': 10}
1 1786572160.375 72 None {'1': 16, '0': 0, '2': 15, '4': 3, '5': 10, '3': 10}
1 1786572160.376 76 None {'1': 16, '0': 0, '2': 15, '4': 3, '5': 12, '3': 10}
1 1786572160.376 84 None {'1': 19, '0': 0, '2': 15, '4': 3, '5': 12, '3': 10}
1 1786572160.376 87 None {'1': 19, '0': 0, '2': 15, '4': 3, '5': 12, '3': 17}
1 1786572160.376 90 None {'1': 19, '0': 0, '2': 17, '4': 3, '5': 12, '3': 17}
1 1786572160.376 94 None {'1': 21, '0': 0, '2': 17, '4': 3, '5': 12, '3': 17}
