ID TIME n private balances
1 1787161412.199 0 {} {}
1 1787161412.199 0 None {}
1 1787161412.199 1 None {'4': 0}
1 1787161412.199 2 None {'4': 0, '5': 0}
1 1787161412.199 3 None {'4': 0, '5': 0, '2': 0}
1 1787161412.199 4 None {'4': 0, '5': 0, '2': 0}
1 1787161412.199 5 None {'4': 0, '5': 0, '2': 0, '3': 0}
1 1787161412.199 6 None {'4': 0, '5': 0, '2': 0, '3': 0}
1 1787161412.199 7 None {'4': 0, '5': 0, '2': 0, '3': 0}
1 1787161412.199 8 None {'4': 0, '5': 0, '2': 0, '3': 0}
1 1787161412.199 9 None {'4': 0, '5': 0, '2': 0, '3': 0}
1 1787161412.199 10 None {'4': 0, '5': 0, '2': 0, '3': 0}
1 1787161412.199 11 None {'4': 0, '5': 0, '2': 0, '3': 0}
1 1787161412.199 12 None {'4': 0, '5': 0, '2': 0, '3': 0}
1 1787161412.199 13 None {'4': 0, '5': 0, '2': 0, '3': 0}
