ID TIME n private balances
2 1787161543.124 0 {} {}
2 1787161543.124 0 {} {}
2 1787161543.124 1 None {'2': 0}
2 1787161543.124 2 None {'2': 0, '5': 0}
2 1787161543.124 3 None {'2': 0, '5': 0, '1': 0}
2 1787161543.124 4 None {'2': 0, '5': 0, '1': 0}
2 1787161543.124 5 None {'2': 0, '5': 0, '1': 0}
2 1787161543.125 6 None {'2': 0, '5': 0, '1': 0}
2 1787161543.125 7 None {'2': 0, '5': 0, '1': 0}
2 1787161543.125 8 None {'2': 0, '5': 0, '1': 0}
2 1787161543.125 9 None {'2': 0, '5': 0, '1': 0, '4': 0}
2 1787161543.125 10 None {'2': 0, '5': 0, '1': 0, '4': 0, '3': 0}
2 1787161543.125 11 None {'2': 0, '5': 0, '1': 0, '4': 0, '3': 0}
2 1787161543.125 12 None {'2': 0, '5': 0, '1': 0, '4': 0, '3': 0}
2 1787161543.125 13 None {'2': 0, '5': 0, '1': 0, '4': 0, '3': 0}
2 1787161543.125 14 None {'2': 0, '5': 0, '1': 0, '4': 0, '3': 0}
2 1787161543.125 15 None {'2': 0, '5': 0, '1': 0, '4': 0, '3': 0}
2 1787161543.125 16 None {'2': 0, '5': 0, '1': 0, '4': 0, '3': 0}
2 1787161543.125 17 None {'2': 0, '5': 0, '1': 0, '4': 0, '3': 0}
2 1787161543.125 18 None {'2': 0, '5': 0, '1': 0, '4': 0, '3': 0}
2 1787161543.125 19 None {'2': 0, '5': 0, '1': 0, '4': 0, '3': 0}
