ID TIME ROBOT_ID QLTY QTTY TOTAL
0 3.272 4 blue 8
0 4.668 1 blue 16
0 5.9 3 blue 32
0 7.714 10 blue 40
0 8.77 5 blue 72
0 10.005 9 blue 88
0 11.275 7 blue 96
0 13.094 1 blue 104
0 14.383 5 blue 128
0 15.963 3 blue 139
0 17.784 8 blue 147
0 18.934 10 blue 171
0 20.753 5 blue 179
0 22.415 3 blue 200
0 25.108 8 blue 208
0 27.333 4 blue 232
0 28.546 3 blue 248
0 31.068 5 blue 264
0 34.216 4 blue 296
0 35.486 1 blue 312
0 37.142 2 blue 328
0 39.154 7 blue 343
0 42.811 9 blue 367
0 44.26 1 blue 377
0 45.383 5 blue 398
0 47.247 10 blue 406
0 49.189 8 blue 414
0 50.524 4 blue 427
0 52.924 3 blue 435
0 55.718 5 blue 457
0 56.884 1 blue 473
0 58.552 10 blue 481
0 59.845 3 blue 497
0 62.225 5 blue 510
0 64.151 10 blue 518
0 65.554 1 blue 534
0 68.06 7 blue 550
0 69.409 2 blue 566
0 70.902 10 blue 590
0 73.625 3 blue 596
0 75.768 8 blue 620
0 78.492 10 blue 641
0 81.151 8 blue 665
0 82.264 4 blue 673
0 83.442 7 blue 681
0 84.485 1 blue 705
0 87.177 2 blue 721
0 88.324 8 blue 729
0 89.698 10 blue 734
0 92.292 3 blue 750
0 95.374 9 blue 766
0 96.982 8 blue 789
0 98.111 5 blue 802
0 99.145 1 blue 810
0 101.604 6 blue 826
0 102.976 7 blue 840
0 104.551 9 blue 842
0 107.408 10 blue 874
0 110.075 6 blue 890
0 111.648 2 blue 903
0 113.506 10 blue 911
