ID TIME n private balances
3 1787133991.759 0 {} {}
3 1787133991.759 0 None {}
3 1787133991.759 1 None {'1': 0}
3 1787133991.759 2 None {'1': 0, '2': 0}
3 1787133991.759 3 None {'1': 0, '2': 0, '4': 0}
3 1787133991.759 4 None {'1': 0, '2': 0, '4': 0}
3 1787133991.759 5 None {'1': 0, '2': 0, '4': 0}
3 1787133991.759 6 None {'1': 0, '2': 0, '4': 0, '3': 0}
3 1787133991.759 7 None {'1': 0, '2': 0, '4': 0, '3': 0}
3 1787133991.759 8 None {'1': 0, '2': 0, '4': 0, '3': 0}
3 1787133991.759 9 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.759 10 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.759 11 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.759 12 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.759 13 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.759 14 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.759 15 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.759 16 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.759 17 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.759 18 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.759 19 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.759 20 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.759 21 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.76 22 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.76 23 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.76 24 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.76 25 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.76 26 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.76 27 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.76 28 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.76 29 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.76 30 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.76 31 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.76 32 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.76 33 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.76 34 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.76 35 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.76 36 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
3 1787133991.76 37 None {'1': 0, '2': 0, '4': 0, '3': 0, '5': 0}
