ID TIME n private balances
2 1786980556.075 0 {} {}
2 1786980556.075 1 None {'1': 0, '0': 0}
2 1786980556.075 7 None {'1': 1, '0': 0, '2': 0, '3': 0, '4': 0}
2 1786980556.075 9 None {'1': 1, '0': 0, '2': 5, '3': 0, '4': 0}
2 1786980556.075 13 None {'1': 1, '0': 0, '2': 5, '3': 1, '4': 0}
2 1786980556.075 18 None {'1': 1, '0': 0, '2': 5, '3': 1, '4': 3, '5': 0, '8': 0, '12': 0, '14': 0}
2 1786980556.075 25 None {'1': 1, '0': 0, '2': 5, '3': 1, '4': 3, '5': 4, '8': 0, '12': 0, '14': 0, '11': 0}
2 1786980556.075 36 None {'1': 1, '0': 0, '2': 5, '3': 1, '4': 3, '5': 4, '8': 6, '12': 0, '14': 0, '11': 0, '15': 0, '7': 0, '16': 0, '10': 0, '6': 0}
2 1786980556.075 51 None {'1': 1, '0': 0, '2': 5, '3': 1, '4': 3, '5': 4, '8': 6, '12': 0, '14': 10, '11': 0, '15': 0, '7': 0, '16': 0, '10': 0, '6': 0, '9': 0}
2 1786980556.075 58 None {'1': 1, '0': 0, '2': 5, '3': 1, '4': 3, '5': 4, '8': 6, '12': 0, '14': 10, '11': 0, '15': 0, '7': 0, '16': 0, '10': 14, '6': 0, '9': 0}
2 1786980556.075 64 None {'1': 1, '0': 0, '2': 5, '3': 1, '4': 3, '5': 4, '8': 6, '12': 0, '14': 10, '11': 0, '15': 0, '7': 0, '16': 0, '10': 14, '6': 6, '9': 0, '13': 0}
