ID TIME ROBOT_ID QLTY QTTY TOTAL
0 27.315 12 blue 8
0 29.089 5 blue 24
0 31.377 24 blue 32
0 33.018 3 blue 48
0 34.797 8 blue 56
0 37.091 18 blue 88
0 39.464 16 blue 96
0 40.631 20 blue 112
0 50.055 9 blue 128
0 61.173 10 blue 144
0 64.832 25 blue 152
0 68.828 12 blue 157
0 72.155 8 blue 165
0 74.429 22 blue 173
0 82.235 3 blue 197
0 85.336 20 blue 205
0 87.468 19 blue 213
0 89.155 5 blue 221
0 91.517 23 blue 237
0 98.821 15 blue 245
0 105.179 9 blue 253
0 109.967 21 blue 269
0 112.384 1 blue 277
0 115.163 16 blue 293
0 119.103 25 blue 301
0 131.111 2 blue 309
0 132.592 10 blue 317
0 134.086 17 blue 325
0 145.368 18 blue 333
0 148.584 12 blue 341
0 152.007 3 blue 349
0 154.965 20 blue 362
0 157.032 1 blue 375
0 162.355 11 blue 389
0 164.964 7 blue 405
0 167.436 22 blue 413
0 176.228 16 blue 421
0 177.354 25 blue 427
0 178.96 14 blue 435
0 181.26 10 blue 443
0 183.366 15 blue 467
0 192.462 1 blue 475
0 194.7 6 blue 483
0 195.866 24 blue 499
0 197.942 20 blue 507
0 201.771 2 blue 515
0 208.108 7 blue 523
0 216.269 19 blue 531
0 219.643 22 blue 537
0 222.035 1 blue 553
0 225.296 9 blue 561
0 227.109 21 blue 571
0 229.843 5 blue 579
0 232.7 12 blue 586
0 236.892 8 blue 602
0 248.283 10 blue 626
0 255.293 23 blue 634
0 259.874 14 blue 642
0 261.822 18 blue 650
0 264.044 25 blue 658
0 268.169 21 blue 666
0 271.88 3 blue 674
0 283.098 11 blue 689
0 286.4 9 blue 702
0 289.326 22 blue 716
0 292.293 1 blue 722
0 294.101 5 blue 738
0 295.663 4 blue 746
0 297.132 18 blue 760
0 299.905 15 blue 766
0 307.451 17 blue 774
0 308.584 10 blue 782
0 309.774 21 blue 790
0 317.14 14 blue 798
0 322.115 3 blue 806
0 327.306 6 blue 814
0 329.49 7 blue 822
0 334.191 24 blue 842
0 337.132 2 blue 850
0 339.334 5 blue 858
0 346.431 4 blue 866
0 347.947 21 blue 867
0 351.745 11 blue 891
0 353.686 20 blue 899
0 354.687 17 blue 907
0 356.96 6 blue 915
0 359.204 1 blue 923
0 364.713 13 blue 931
0 369.549 23 blue 939
0 375.158 16 blue 955
0 376.427 15 blue 963
0 377.856 12 blue 965
0 380.667 8 blue 973
0 384.108 5 blue 981
0 394.05 22 blue 989
0 397.13 6 blue 997
0 402.219 10 blue 1003
0 405.312 25 blue 1019
0 419.389 13 blue 1027
0 423.05 20 blue 1032
0 424.614 11 blue 1048
0 435.442 1 blue 1056
0 438.699 21 blue 1064
0 441.153 18 blue 1072
0 442.4 23 blue 1079
0 448.721 17 blue 1084
0 455.985 3 blue 1092
0 464.94 24 blue 1106
0 470.931 13 blue 1130
0 477.259 6 blue 1131
0 482.048 9 blue 1139
0 485.534 7 blue 1147
0 487.564 21 blue 1155
0 488.995 17 blue 1163
0 495.264 25 blue 1171
0 500.161 20 blue 1179
0 506.415 1 blue 1195
0 509.368 4 blue 1203
0 516.155 16 blue 1211
0 518.937 3 blue 1227
0 522.917 11 blue 1235
0 525.552 8 blue 1251
0 526.912 17 blue 1259
0 539.87 15 blue 1267
0 543.922 2 blue 1282
0 547.875 19 blue 1290
0 549.633 21 blue 1298
0 553.15 4 blue 1306
0 556.838 24 blue 1314
0 558.127 9 blue 1322
0 565.736 12 blue 1330
0 573.544 13 blue 1338
0 582.39 20 blue 1346
0 585.086 3 blue 1362
0 588.829 17 blue 1370
0 593.707 25 blue 1378
0 601.48 5 blue 1386
0 609.425 2 blue 1394
0 611.203 10 blue 1402
0 620.885 4 blue 1409
0 623.383 24 blue 1417
0 631.376 15 blue 1441
0 637.84 20 blue 1449
0 639.7 16 blue 1463
0 641.989 14 blue 1471
