ID TIME n private balances
4 1787160953.483 0 {} {}
4 1787160953.483 0 None {}
4 1787160953.483 1 None {'3': 0}
4 1787160953.483 2 None {'3': 0, '1': 0}
4 1787160953.483 3 None {'3': 0, '1': 0, '5': 0}
4 1787160953.483 4 None {'3': 0, '1': 0, '5': 0}
4 1787160953.483 5 None {'3': 0, '1': 0, '5': 0}
4 1787160953.483 6 None {'3': 0, '1': 0, '5': 0}
4 1787160953.483 7 None {'3': 0, '1': 0, '5': 0}
4 1787160953.483 8 None {'3': 0, '1': 0, '5': 0, '4': 0}
4 1787160953.483 9 None {'3': 0, '1': 0, '5': 0, '4': 0}
4 1787160953.483 10 None {'3': 0, '1': 0, '5': 0, '4': 0}
4 1787160953.483 11 None {'3': 0, '1': 0, '5': 0, '4': 0}
4 1787160953.483 12 None {'3': 0, '1': 0, '5': 0, '4': 0}
4 1787160953.483 13 None {'3': 0, '1': 0, '5': 0, '4': 0}
4 1787160953.483 14 None {'3': 0, '1': 0, '5': 0, '4': 0}
4 1787160953.484 15 None {'3': 0, '1': 0, '5': 0, '4': 0}
4 1787160953.484 16 None {'3': 0, '1': 0, '5': 0, '4': 0}
4 1787160953.484 17 None {'3': 0, '1': 0, '5': 0, '4': 0}
4 1787160953.484 18 None {'3': 0, '1': 0, '5': 0, '4': 0, '2': 0}
