ID TIME n private balances
1 1786584450.599 0 {} {}
1 1786584450.599 1 {} {'1': 0, '0': 0}
1 1786584450.599 7 None {'1': 1, '0': 0, '4': 0, '3': 0, '5': 0, '2': 0}
1 1786584450.599 11 None {'1': 1, '0': 0, '4': 5, '3': 0, '5': 0, '2': 0}
1 1786584450.599 17 None {'1': 1, '0': 0, '4': 8, '3': 0, '5': 0, '2': 0}
1 1786584450.599 23 None {'1': 1, '0': 0, '4': 8, '3': 0, '5': 5, '2': 0}
1 1786584450.599 28 None {'1': 1, '0': 0, '4': 8, '3': 0, '5': 10, '2': 0}
1 1786584450.599 32 None {'1': 1, '0': 0, '4': 8, '3': 0, '5': 14, '2': 0}
1 1786584450.6 38 None {'1': 4, '0': 0, '4': 8, '3': 0, '5': 14, '2': 0}
1 1786584450.6 44 None {'1': 4, '0': 0, '4': 8, '3': 0, '5': 14, '2': 5}
1 1786584450.6 47 None {'1': 4, '0': 0, '4': 8, '3': 5, '5': 14, '2': 5}
1 1786584450.6 52 None {'1': 6, '0': 0, '4': 8, '3': 5, '5': 14, '2': 5}
1 1786584450.6 57 None {'1': 6, '0': 0, '4': 8, '3': 5, '5': 18, '2': 5}
1 1786584450.6 61 None {'1': 10, '0': 0, '4': 8, '3': 5, '5': 18, '2': 5}
