ID TIME EVENT X Y XMIN XMAX YMIN YMAX
11 11.26 ENTER 1.067 1.205 -0.203 2.469 -0.203 2.469
11 12.902 EXIT 1.085 1.177 -0.203 2.469 -0.203 2.469
11 21.078 ENTER 1.057 1.215 -0.203 2.469 -0.203 2.469
11 22.002 EXIT 1.061 1.204 -0.203 2.469 -0.203 2.469
11 53.604 ENTER 1.213 1.062 -0.203 2.469 -0.203 2.469
11 58.172 EXIT 1.229 1.028 -0.203 2.469 -0.203 2.469
11 70.765 ENTER 1.101 1.174 -0.203 2.469 -0.203 2.469
11 80.952 EXIT 1.18 1.081 -0.203 2.469 -0.203 2.469
11 94.541 ENTER 1.108 1.164 -0.203 2.469 -0.203 2.469
11 105.492 EXIT 1.226 1.04 -0.203 2.469 -0.203 2.469
11 114.831 ENTER 1.146 1.125 -0.203 2.469 -0.203 2.469
11 131.116 EXIT 1.21 1.048 -0.203 2.469 -0.203 2.469
11 137.219 ENTER 1.172 1.1 -0.203 2.469 -0.203 2.469
