ID TIME n private balances
5 1787161083.276 0 {} {}
5 1787161083.276 0 {} {}
5 1787161083.276 1 None {'5': 0}
5 1787161083.276 2 None {'5': 0, '2': 0}
5 1787161083.276 3 None {'5': 0, '2': 0}
5 1787161083.276 4 None {'5': 0, '2': 0, '1': 0}
5 1787161083.276 5 None {'5': 0, '2': 0, '1': 0, '4': 0}
5 1787161083.276 6 None {'5': 0, '2': 0, '1': 0, '4': 0}
5 1787161083.276 7 None {'5': 0, '2': 0, '1': 0, '4': 0}
5 1787161083.276 8 None {'5': 0, '2': 0, '1': 0, '4': 0}
5 1787161083.276 9 None {'5': 0, '2': 0, '1': 0, '4': 0}
5 1787161083.277 10 None {'5': 0, '2': 0, '1': 0, '4': 0}
5 1787161083.277 11 None {'5': 0, '2': 0, '1': 0, '4': 0}
5 1787161083.277 12 None {'5': 0, '2': 0, '1': 0, '4': 0, '3': 0}
5 1787161083.277 13 None {'5': 0, '2': 0, '1': 0, '4': 0, '3': 0}
5 1787161083.277 14 None {'5': 0, '2': 0, '1': 0, '4': 0, '3': 0}
5 1787161083.277 15 None {'5': 0, '2': 0, '1': 0, '4': 0, '3': 0}
5 1787161083.277 16 None {'5': 0, '2': 0, '1': 0, '4': 0, '3': 0}
5 1787161083.277 17 None {'5': 0, '2': 0, '1': 0, '4': 0, '3': 0}
5 1787161083.277 18 None {'5': 0, '2': 0, '1': 0, '4': 0, '3': 0}
5 1787161083.277 19 None {'5': 0, '2': 0, '1': 0, '4': 0, '3': 0}
5 1787161083.277 20 None {'5': 0, '2': 0, '1': 0, '4': 0, '3': 0}
5 1787161083.278 21 None {'5': 0, '2': 0, '1': 0, '4': 0, '3': 0}
