ID TIME n private balances
1 1787160953.491 0 {} {}
1 1787160953.492 0 None {}
1 1787160953.492 1 None {'3': 0}
1 1787160953.492 2 None {'3': 0, '1': 0}
1 1787160953.492 3 None {'3': 0, '1': 0, '5': 0}
1 1787160953.492 4 None {'3': 0, '1': 0, '5': 0}
1 1787160953.492 5 None {'3': 0, '1': 0, '5': 0}
1 1787160953.492 6 None {'3': 0, '1': 0, '5': 0}
1 1787160953.492 7 None {'3': 0, '1': 0, '5': 0}
1 1787160953.492 8 None {'3': 0, '1': 0, '5': 0, '4': 0}
1 1787160953.492 9 None {'3': 0, '1': 0, '5': 0, '4': 0}
1 1787160953.492 10 None {'3': 0, '1': 0, '5': 0, '4': 0}
1 1787160953.492 11 None {'3': 0, '1': 0, '5': 0, '4': 0}
1 1787160953.492 12 None {'3': 0, '1': 0, '5': 0, '4': 0}
1 1787160953.492 13 None {'3': 0, '1': 0, '5': 0, '4': 0}
1 1787160953.492 14 None {'3': 0, '1': 0, '5': 0, '4': 0}
1 1787160953.492 15 None {'3': 0, '1': 0, '5': 0, '4': 0}
1 1787160953.492 16 None {'3': 0, '1': 0, '5': 0, '4': 0}
1 1787160953.492 17 None {'3': 0, '1': 0, '5': 0, '4': 0}
1 1787160953.492 18 None {'3': 0, '1': 0, '5': 0, '4': 0, '2': 0}
1 1787160953.492 19 None {'3': 0, '1': 0, '5': 0, '4': 0, '2': 0}
