ID TIME n private balances
2 1786584418.7 0 {} {}
2 1786584418.701 1 {} {'2': 0, '0': 0}
2 1786584418.701 7 {} {'2': 1, '0': 0, '5': 0, '3': 0, '1': 0, '4': 0}
2 1786584418.701 11 {} {'2': 6, '0': 0, '5': 0, '3': 0, '1': 0, '4': 0}
2 1786584418.701 16 None {'2': 9, '0': 0, '5': 0, '3': 0, '1': 0, '4': 0}
2 1786584418.701 20 None {'2': 9, '0': 0, '5': 0, '3': 0, '1': 0, '4': 4}
2 1786584418.701 25 None {'2': 9, '0': 0, '5': 3, '3': 0, '1': 0, '4': 4}
2 1786584418.701 30 None {'2': 13, '0': 0, '5': 3, '3': 0, '1': 0, '4': 4}
2 1786584418.702 34 None {'2': 13, '0': 0, '5': 3, '3': 0, '1': 0, '4': 8}
2 1786584418.702 38 None {'2': 13, '0': 0, '5': 3, '3': 0, '1': 0, '4': 11}
2 1786584418.702 41 None {'2': 13, '0': 0, '5': 3, '3': 0, '1': 0, '4': 14}
2 1786584418.702 50 None {'2': 13, '0': 0, '5': 3, '3': 0, '1': 2, '4': 14}
2 1786584418.702 51 None {'2': 21, '0': 0, '5': 3, '3': 0, '1': 2, '4': 14}
2 1786584418.702 57 None {'2': 21, '0': 0, '5': 3, '3': 0, '1': 2, '4': 14}
2 1786584418.702 61 None {'2': 21, '0': 0, '5': 8, '3': 0, '1': 2, '4': 14}
2 1786584418.702 67 None {'2': 21, '0': 0, '5': 8, '3': 0, '1': 2, '4': 17}
2 1786584418.703 71 None {'2': 21, '0': 0, '5': 8, '3': 5, '1': 2, '4': 17}
