ID TIME n private balances
1 1787161150.453 0 {} {}
1 1787161150.453 0 None {}
1 1787161150.453 1 None {'3': 0}
1 1787161150.453 2 None {'3': 0, '5': 0}
1 1787161150.453 3 None {'3': 0, '5': 0, '2': 0}
1 1787161150.453 4 None {'3': 0, '5': 0, '2': 0}
1 1787161150.453 5 None {'3': 0, '5': 0, '2': 0, '1': 0}
1 1787161150.453 6 None {'3': 0, '5': 0, '2': 0, '1': 0}
1 1787161150.453 7 None {'3': 0, '5': 0, '2': 0, '1': 0}
1 1787161150.453 8 None {'3': 0, '5': 0, '2': 0, '1': 0, '4': 0}
1 1787161150.453 9 None {'3': 0, '5': 0, '2': 0, '1': 0, '4': 0}
1 1787161150.454 10 None {'3': 0, '5': 0, '2': 0, '1': 0, '4': 0}
1 1787161150.454 11 None {'3': 0, '5': 0, '2': 0, '1': 0, '4': 0}
1 1787161150.454 12 None {'3': 0, '5': 0, '2': 0, '1': 0, '4': 0}
1 1787161150.454 13 None {'3': 0, '5': 0, '2': 0, '1': 0, '4': 0}
1 1787161150.454 14 None {'3': 0, '5': 0, '2': 0, '1': 0, '4': 0}
1 1787161150.454 15 None {'3': 0, '5': 0, '2': 0, '1': 0, '4': 0}
1 1787161150.454 16 None {'3': 0, '5': 0, '2': 0, '1': 0, '4': 0}
1 1787161150.454 17 None {'3': 0, '5': 0, '2': 0, '1': 0, '4': 0}
1 1787161150.454 18 None {'3': 0, '5': 0, '2': 0, '1': 0, '4': 0}
1 1787161150.454 19 None {'3': 0, '5': 0, '2': 0, '1': 0, '4': 0}
1 1787161150.454 20 None {'3': 0, '5': 0, '2': 0, '1': 0, '4': 0}
1 1787161150.454 21 None {'3': 0, '5': 0, '2': 0, '1': 0, '4': 0}
1 1787161150.454 22 None {'3': 0, '5': 0, '2': 0, '1': 0, '4': 0}
