ID TIME n private balances
4 1786984302.02 0 {} {}
4 1786984302.02 2 None {'1': 0, '0': 0, '2': 0}
4 1786984302.02 7 None {'1': 2, '0': 0, '2': 0, '4': 0, '3': 0}
4 1786984302.02 11 None {'1': 6, '0': 0, '2': 0, '4': 0, '3': 0}
4 1786984302.02 15 None {'1': 9, '0': 0, '2': 0, '4': 0, '3': 0}
4 1786984302.02 19 None {'1': 12, '0': 0, '2': 0, '4': 0, '3': 0}
4 1786984302.02 23 None {'1': 12, '0': 0, '2': 3, '4': 0, '3': 0}
4 1786984302.02 27 None {'1': 12, '0': 0, '2': 3, '4': 3, '3': 0}
