ID TIME n private balances
2 1786976306.674 0 {} {}
2 1786976306.674 0 None {}
2 1786976306.674 4 None {'2': 0, '0': 0, '3': 0, '4': 0, '1': 0}
2 1786976306.674 6 None {'2': 3, '0': 0, '3': 0, '4': 0, '1': 0}
2 1786976306.674 10 None {'2': 3, '0': 0, '3': 1, '4': 0, '1': 0}
2 1786976306.674 13 None {'2': 3, '0': 0, '3': 1, '4': 3, '1': 0}
2 1786976306.674 16 None {'2': 5, '0': 0, '3': 1, '4': 3, '1': 0}
2 1786976306.674 19 None {'2': 5, '0': 0, '3': 3, '4': 3, '1': 0}
2 1786976306.674 23 None {'2': 5, '0': 0, '3': 3, '4': 5, '1': 0}
2 1786976306.674 26 None {'2': 8, '0': 0, '3': 3, '4': 5, '1': 0}
2 1786976306.675 30 None {'2': 8, '0': 0, '3': 3, '4': 5, '1': 2}
2 1786976306.675 32 None {'2': 8, '0': 0, '3': 6, '4': 5, '1': 2}
2 1786976306.675 35 None {'2': 8, '0': 0, '3': 6, '4': 6, '1': 2}
2 1786976306.675 39 None {'2': 8, '0': 0, '3': 6, '4': 6, '1': 4}
2 1786976306.675 42 None {'2': 8, '0': 0, '3': 9, '4': 6, '1': 4}
2 1786976306.675 45 None {'2': 10, '0': 0, '3': 9, '4': 6, '1': 4}
2 1786976306.675 48 None {'2': 10, '0': 0, '3': 9, '4': 8, '1': 4}
2 1786976306.675 50 None {'2': 10, '0': 0, '3': 11, '4': 8, '1': 4}
