ID TIME n private balances
1 1787161712.181 0 {} {}
1 1787161712.181 0 None {}
1 1787161712.181 1 None {'4': 0}
1 1787161712.181 2 None {'4': 0, '5': 0}
1 1787161712.181 3 None {'4': 0, '5': 0}
1 1787161712.181 4 None {'4': 0, '5': 0}
1 1787161712.181 5 None {'4': 0, '5': 0, '2': 0}
1 1787161712.181 6 None {'4': 0, '5': 0, '2': 0}
1 1787161712.181 7 None {'4': 0, '5': 0, '2': 0}
1 1787161712.182 8 None {'4': 0, '5': 0, '2': 0}
1 1787161712.182 9 None {'4': 0, '5': 0, '2': 0, '1': 0}
1 1787161712.182 10 None {'4': 0, '5': 0, '2': 0, '1': 0}
1 1787161712.182 11 None {'4': 0, '5': 0, '2': 0, '1': 0}
1 1787161712.182 12 None {'4': 0, '5': 0, '2': 0, '1': 0}
1 1787161712.182 13 None {'4': 0, '5': 0, '2': 0, '1': 0}
1 1787161712.182 14 None {'4': 0, '5': 0, '2': 0, '1': 0}
1 1787161712.182 15 None {'4': 0, '5': 0, '2': 0, '1': 0}
