ID TIME n private balances
4 1787161182.992 0 {} {}
4 1787161182.992 0 None {}
4 1787161182.992 1 None {'3': 0}
4 1787161182.992 2 None {'3': 0}
4 1787161182.992 3 None {'3': 0, '2': 0}
4 1787161182.992 4 None {'3': 0, '2': 0, '5': 0}
4 1787161182.992 5 None {'3': 0, '2': 0, '5': 0}
4 1787161182.992 6 None {'3': 0, '2': 0, '5': 0}
4 1787161182.992 7 None {'3': 0, '2': 0, '5': 0, '4': 0}
4 1787161182.992 8 None {'3': 0, '2': 0, '5': 0, '4': 0}
4 1787161182.992 9 None {'3': 0, '2': 0, '5': 0, '4': 0}
4 1787161182.992 10 None {'3': 0, '2': 0, '5': 0, '4': 0}
4 1787161182.992 11 None {'3': 0, '2': 0, '5': 0, '4': 0}
4 1787161182.992 12 None {'3': 0, '2': 0, '5': 0, '4': 0}
4 1787161182.992 13 None {'3': 0, '2': 0, '5': 0, '4': 0}
4 1787161182.992 14 None {'3': 0, '2': 0, '5': 0, '4': 0}
4 1787161182.992 15 None {'3': 0, '2': 0, '5': 0, '4': 0}
4 1787161182.992 16 None {'3': 0, '2': 0, '5': 0, '4': 0}
4 1787161182.992 17 None {'3': 0, '2': 0, '5': 0, '4': 0}
