ID TIME EVENT X Y XMIN XMAX YMIN YMAX
3 0.012 ENTER 1.946 0.985 -0.175 2.138 -0.175 2.138
3 19.746 EXIT 1.023 0.935 -0.175 2.138 -0.175 2.138
3 21.081 ENTER 1.044 0.922 -0.175 2.138 -0.175 2.138
3 22.387 EXIT 1.059 0.903 -0.175 2.138 -0.175 2.138
3 24.503 ENTER 1.051 0.919 -0.175 2.138 -0.175 2.138
3 25.474 EXIT 1.044 0.918 -0.175 2.138 -0.175 2.138
3 27.741 ENTER 1.05 0.918 -0.175 2.138 -0.175 2.138
3 28.616 EXIT 1.045 0.915 -0.175 2.138 -0.175 2.138
3 31.112 ENTER 1.014 0.951 -0.175 2.138 -0.175 2.138
3 31.797 EXIT 1.01 0.947 -0.175 2.138 -0.175 2.138
3 34.539 ENTER 1.026 0.945 -0.175 2.138 -0.175 2.138
3 35.229 EXIT 1.021 0.941 -0.175 2.138 -0.175 2.138
3 38.095 ENTER 1.036 0.936 -0.175 2.138 -0.175 2.138
3 38.994 EXIT 1.025 0.927 -0.175 2.138 -0.175 2.138
3 41.853 ENTER 1.045 0.926 -0.175 2.138 -0.175 2.138
3 42.723 EXIT 1.032 0.919 -0.175 2.138 -0.175 2.138
3 45.754 ENTER 1.052 0.915 -0.175 2.138 -0.175 2.138
3 46.633 EXIT 1.047 0.913 -0.175 2.138 -0.175 2.138
