ID TIME EVENT X Y XMIN XMAX YMIN YMAX
2 24.206 ENTER 0.976 0.991 -0.175 2.138 -0.175 2.138
3.824 EXIT 1.029 0.925 -0.175 2.138 -0.175 2.138
