ID TIME n private balances
4 1786984330.359 0 {} {}
4 1786984330.359 0 None {}
4 1786984330.359 5 None {'4': 0, '0': 0, '2': 0, '3': 0, '1': 0}
4 1786984330.359 6 None {'4': 4, '0': 0, '2': 0, '3': 0, '1': 0}
4 1786984330.359 11 None {'4': 4, '0': 0, '2': 0, '3': 0, '1': 0}
4 1786984330.359 15 None {'4': 4, '0': 0, '2': 0, '3': 0, '1': 4}
4 1786984330.359 19 None {'4': 7, '0': 0, '2': 0, '3': 0, '1': 4}
4 1786984330.359 22 None {'4': 7, '0': 0, '2': 0, '3': 0, '1': 7}
4 1786984330.36 27 None {'4': 7, '0': 0, '2': 0, '3': 2, '1': 7}
4 1786984330.36 30 None {'4': 7, '0': 0, '2': 0, '3': 6, '1': 7}
4 1786984330.36 36 None {'4': 7, '0': 0, '2': 0, '3': 6, '1': 9}
4 1786984330.36 40 None {'4': 7, '0': 0, '2': 5, '3': 6, '1': 9}
