ID TIME ROBOT_ID QLTY QTTY TOTAL
0 3.358 4 blue 8
0 4.495 9 blue 24
0 6.266 3 blue 40
0 7.609 10 blue 64
0 9.122 4 blue 80
0 10.185 1 blue 96
0 11.537 8 blue 102
0 12.551 5 blue 116
0 13.807 7 blue 124
0 14.907 2 blue 132
0 16.104 3 blue 148
0 18.976 10 blue 156
0 23.646 5 blue 172
0 25.219 7 blue 185
0 27.328 1 blue 193
0 28.976 2 blue 209
0 30.718 10 blue 214
0 31.834 8 blue 230
0 33.649 4 blue 238
0 35.967 5 blue 254
0 41.39 8 blue 278
0 43.051 7 blue 294
0 44.121 2 blue 302
0 46.957 1 blue 318
0 48.353 6 blue 326
0 49.431 5 blue 340
0 51.445 8 blue 356
0 53.099 7 blue 364
0 57.847 1 blue 372
0 59.395 6 blue 380
0 60.832 3 blue 396
0 61.96 8 blue 412
0 66.21 4 blue 420
0 71.419 6 blue 428
0 72.924 3 blue 452
0 75.059 2 blue 460
0 79.592 8 blue 476
0 83.203 6 blue 484
0 86.081 9 blue 514
0 88.173 7 blue 521
0 91.502 2 blue 537
0 92.696 8 blue 545
0 95.723 6 blue 553
0 99.674 3 blue 568
0 101.199 4 blue 584
0 102.512 7 blue 592
0 105.045 2 blue 600
0 106.679 5 blue 608
0 109.984 6 blue 623
0 111.993 1 blue 631
0 115.187 3 blue 639
0 118.547 7 blue 647
0 119.646 4 blue 663
0 121.457 9 blue 671
0 122.681 8 blue 679
0 124.968 6 blue 687
0 127.499 5 blue 695
0 131.868 1 blue 703
0 136.802 7 blue 719
0 140.152 9 blue 727
0 142.284 6 blue 743
0 143.836 4 blue 751
0 148.25 1 blue 759
0 149.911 3 blue 765
0 153.134 2 blue 773
0 155.675 7 blue 781
0 158.96 9 blue 789
0 161.004 6 blue 813
0 165.524 1 blue 821
0 167.911 3 blue 829
0 171.219 4 blue 837
0 176.588 7 blue 853
0 179.649 9 blue 861
0 183.965 1 blue 885
0 187.109 3 blue 893
0 189.658 5 blue 901
0 191.449 2 blue 909
0 195.751 4 blue 917
0 197.501 7 blue 925
0 199.721 6 blue 933
0 201.353 8 blue 949
0 202.803 1 blue 957
0 206.832 3 blue 965
0 211.22 2 blue 973
0 219.224 7 blue 981
0 220.408 6 blue 989
0 221.89 5 blue 1005
0 223.041 8 blue 1029
0 227.213 3 blue 1037
0 232.072 2 blue 1045
0 243.042 7 blue 1053
0 245.777 9 blue 1077
0 249.499 4 blue 1093
0 255.801 2 blue 1109
0 261.271 5 blue 1117
0 269.517 1 blue 1125
0 270.998 6 blue 1133
0 272.674 7 blue 1141
0 275.518 9 blue 1149
