ID TIME n private balances
7 1786984523.94 0 {} {}
7 1786984523.94 5 None {'4': 0, '0': 0, '8': 0, '5': 0, '1': 0, '2': 0}
7 1786984523.94 10 None {'4': 5, '0': 0, '8': 0, '5': 0, '1': 0, '2': 0}
7 1786984523.94 15 None {'4': 5, '0': 0, '8': 0, '5': 0, '1': 4, '2': 0}
7 1786984523.94 20 None {'4': 5, '0': 0, '8': 0, '5': 0, '1': 8, '2': 0}
7 1786984523.94 26 None {'4': 5, '0': 0, '8': 0, '5': 4, '1': 8, '2': 0}
7 1786984523.94 30 None {'4': 5, '0': 0, '8': 0, '5': 9, '1': 8, '2': 0}
7 1786984523.94 34 None {'4': 5, '0': 0, '8': 0, '5': 9, '1': 8, '2': 3}
7 1786984523.941 37 None {'4': 5, '0': 0, '8': 0, '5': 9, '1': 11, '2': 3}
7 1786984523.941 43 None {'4': 5, '0': 0, '8': 0, '5': 9, '1': 13, '2': 3}
7 1786984523.941 47 None {'4': 5, '0': 0, '8': 0, '5': 9, '1': 13, '2': 8}
7 1786984523.941 50 None {'4': 8, '0': 0, '8': 0, '5': 9, '1': 13, '2': 8}
7 1786984523.941 58 None {'4': 10, '0': 0, '8': 0, '5': 9, '1': 13, '2': 8}
7 1786984523.941 61 None {'4': 10, '0': 0, '8': 0, '5': 9, '1': 13, '2': 15}
7 1786984523.941 67 None {'4': 10, '0': 0, '8': 0, '5': 9, '1': 15, '2': 15}
7 1786984523.941 69 None {'4': 15, '0': 0, '8': 0, '5': 9, '1': 15, '2': 15}
7 1786984523.941 90 None {'4': 15, '0': 0, '8': 0, '5': 10, '1': 15, '2': 15, '7': 0, '6': 0, '3': 0}
7 1786984523.941 94 None {'4': 15, '0': 0, '8': 0, '5': 10, '1': 15, '2': 15, '7': 20, '6': 0, '3': 0}
