ID TIME ROBOT_ID QLTY QTTY TOTAL
0 1.909 4 blue 8
0 3.827 4 blue 48
0 5.405 4 blue 85
0 6.433 5 blue 107
0 7.83 2 blue 123
0 8.924 1 blue 147
0 10.664 3 blue 155
0 11.744 1 blue 187
0 13.102 2 blue 211
0 14.217 5 blue 235
0 15.587 1 blue 259
0 17.531 1 blue 291
0 19.31 5 blue 323
0 20.993 3 blue 347
0 22.683 4 blue 379
0 24.228 5 blue 403
0 25.597 3 blue 435
0 27.006 2 blue 467
0 28.115 4 blue 481
0 30.522 3 blue 512
0 32.617 5 blue 551
0 34.12 5 blue 570
0 36.561 2 blue 594
0 37.814 5 blue 599
0 39.08 2 blue 623
0 40.665 3 blue 639
0 41.897 2 blue 655
