ID TIME ROBOT_ID QLTY QTTY TOTAL
0 5.906 4 blue 8
0 8.167 8 blue 16
0 11.204 5 blue 37
0 13.203 6 blue 53
0 16.489 7 blue 69
0 17.705 3 blue 93
0 18.975 2 blue 117
0 20.687 4 blue 125
0 25.699 9 blue 157
0 27.211 15 blue 170
0 29.768 14 blue 178
0 31.65 3 blue 191
0 32.653 13 blue 199
0 34.18 12 blue 215
0 35.586 7 blue 231
0 38.795 11 blue 239
0 42.804 5 blue 247
0 44.059 9 blue 255
0 45.474 1 blue 271
0 46.988 2 blue 279
0 48.181 12 blue 295
0 50.939 14 blue 319
0 56.81 3 blue 335
0 57.827 6 blue 343
0 61.375 5 blue 364
0 63.749 9 blue 388
0 67.76 1 blue 396
0 69.614 15 blue 411
0 71.136 14 blue 419
0 72.352 10 blue 427
0 75.511 12 blue 435
0 77.696 2 blue 443
0 79.408 6 blue 459
0 84.106 11 blue 475
0 85.324 7 blue 483
0 89.238 15 blue 491
0 90.396 1 blue 499
0 94.197 14 blue 523
0 96.337 4 blue 547
0 99.568 2 blue 555
0 101.205 12 blue 563
0 102.425 1 blue 571
0 104.418 15 blue 587
0 106.279 5 blue 611
0 107.828 11 blue 619
0 109.364 10 blue 635
0 112.293 6 blue 651
0 113.656 4 blue 667
0 117.818 14 blue 675
0 121.534 7 blue 697
0 123.048 3 blue 711
0 124.848 12 blue 718
0 129.001 4 blue 731
0 130.098 14 blue 752
0 133.125 5 blue 768
0 140.446 15 blue 776
0 142.093 10 blue 784
0 143.928 1 blue 792
0 146.648 2 blue 808
0 147.676 7 blue 816
0 148.96 8 blue 832
0 150.502 13 blue 840
0 151.777 12 blue 856
0 154.024 6 blue 862
0 158.34 5 blue 870
0 166.181 4 blue 877
0 167.994 14 blue 885
0 169.458 3 blue 901
0 170.668 1 blue 917
0 171.904 15 blue 922
0 174.37 10 blue 932
0 177.417 5 blue 939
0 178.522 7 blue 954
0 182.375 14 blue 962
0 183.984 8 blue 970
0 185.327 12 blue 978
0 186.928 1 blue 994
0 189.432 10 blue 1010
0 192.442 4 blue 1025
0 195.06 3 blue 1030
0 196.206 14 blue 1038
0 199.333 6 blue 1051
0 204.16 1 blue 1067
0 207.457 10 blue 1075
0 208.713 7 blue 1105
0 211.553 9 blue 1113
0 212.938 11 blue 1121
0 215.212 6 blue 1145
0 217.136 1 blue 1158
0 219.983 4 blue 1166
0 221.504 15 blue 1182
0 223.277 5 blue 1190
0 226.351 11 blue 1206
