ID TIME n private balances
2 1786984388.222 0 {} {}
2 1786984388.222 3 None {'3': 0, '0': 0, '4': 0, '1': 0}
2 1786984388.222 6 None {'3': 3, '0': 0, '4': 0, '1': 0}
2 1786984388.222 7 None {'3': 3, '0': 0, '4': 0, '1': 2}
2 1786984388.222 8 None {'3': 3, '0': 0, '4': 0, '1': 2}
2 1786984388.222 9 None {'3': 3, '0': 0, '4': 0, '1': 2}
2 1786984388.222 19 None {'3': 3, '0': 0, '4': 0, '1': 2, '2': 0}
2 1786984388.222 23 None {'3': 3, '0': 0, '4': 9, '1': 2, '2': 0}
2 1786984388.222 28 None {'3': 3, '0': 0, '4': 12, '1': 2, '2': 0}
2 1786984388.222 32 None {'3': 7, '0': 0, '4': 12, '1': 2, '2': 0}
2 1786984388.222 35 None {'3': 7, '0': 0, '4': 12, '1': 2, '2': 3}
