ID TIME ROBOT_ID QLTY QTTY TOTAL
0 2.861 4 blue 8
0 4.435 8 blue 24
0 5.895 7 blue 55
0 7.891 8 blue 87
0 8.913 4 blue 119
0 10.83 2 blue 159
0 12.534 6 blue 185
0 14.083 5 blue 214
0 15.224 1 blue 246
0 16.615 6 blue 269
0 17.909 9 blue 285
0 19.021 2 blue 333
0 20.253 4 blue 341
0 21.538 3 blue 370
0 22.755 8 blue 394
0 24.128 1 blue 418
0 25.969 10 blue 447
0 27.533 2 blue 455
0 29.35 7 blue 482
0 30.622 1 blue 511
0 32.162 3 blue 534
0 34.059 1 blue 550
0 35.303 4 blue 574
0 36.436 10 blue 596
0 37.817 1 blue 612
0 39.534 4 blue 634
0 41.044 5 blue 663
0 43.313 8 blue 687
0 44.353 3 blue 711
0 45.359 9 blue 735
0 46.362 6 blue 743
0 47.422 8 blue 775
0 48.928 2 blue 796
0 50.259 3 blue 817
0 51.581 9 blue 841
0 52.725 3 blue 872
0 53.828 7 blue 896
0 54.969 4 blue 909
0 56.07 2 blue 941
