ID TIME n private balances
4 1787134025.68 0 {} {}
4 1787134025.68 0 None {}
4 1787134025.68 1 None {'1': 0}
4 1787134025.68 2 None {'1': 0, '2': 0}
4 1787134025.68 3 None {'1': 0, '2': 0, '3': 0}
4 1787134025.68 4 None {'1': 0, '2': 0, '3': 0, '4': 0}
4 1787134025.68 5 None {'1': 0, '2': 0, '3': 0, '4': 0}
4 1787134025.68 6 None {'1': 0, '2': 0, '3': 0, '4': 0}
4 1787134025.68 7 None {'1': 0, '2': 0, '3': 0, '4': 0}
4 1787134025.68 8 None {'1': 0, '2': 0, '3': 0, '4': 0}
4 1787134025.68 9 None {'1': 0, '2': 0, '3': 0, '4': 0}
4 1787134025.68 10 None {'1': 0, '2': 0, '3': 0, '4': 0}
4 1787134025.68 11 None {'1': 0, '2': 0, '3': 0, '4': 0}
4 1787134025.68 12 None {'1': 0, '2': 0, '3': 0, '4': 0}
4 1787134025.68 13 None {'1': 0, '2': 0, '3': 0, '4': 0}
4 1787134025.68 14 None {'1': 0, '2': 0, '3': 0, '4': 0}
4 1787134025.68 15 None {'1': 0, '2': 0, '3': 0, '4': 0}
4 1787134025.681 16 None {'1': 0, '2': 0, '3': 0, '4': 0}
4 1787134025.681 17 None {'1': 0, '2': 0, '3': 0, '4': 0}
4 1787134025.681 18 None {'1': 0, '2': 0, '3': 0, '4': 0}
4 1787134025.681 19 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.681 20 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.681 21 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.681 22 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.681 23 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.681 24 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.681 25 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.681 26 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.681 27 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.681 28 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.681 29 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.681 30 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.681 31 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.681 32 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.681 33 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.682 34 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.682 35 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.682 36 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.682 37 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.682 38 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.682 39 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.682 40 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.682 41 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.682 42 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.682 43 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.682 44 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.682 45 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.682 46 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.682 47 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.682 48 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.682 49 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.682 50 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.682 51 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.683 52 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.683 53 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.683 54 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.683 55 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.683 56 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.683 57 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
4 1787134025.683 58 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
