ID TIME ROBOT_ID QLTY QTTY TOTAL
0 2.557 4 blue 8
0 3.755 10 blue 40
0 5.134 2 blue 72
0 6.393 5 blue 88
0 7.424 6 blue 133
0 8.918 10 blue 154
0 9.942 9 blue 186
0 11.118 3 blue 218
0 12.248 10 blue 238
0 13.482 9 blue 251
0 14.706 2 blue 267
0 16.137 7 blue 283
0 17.456 9 blue 307
0 19.008 2 blue 339
0 21.367 6 blue 368
0 22.467 7 blue 383
0 24.618 1 blue 423
0 25.909 8 blue 431
0 27.077 6 blue 455
0 28.335 7 blue 479
0 29.916 1 blue 502
0 31.032 4 blue 516
0 32.491 6 blue 544
0 34.474 7 blue 558
0 36.62 5 blue 575
0 38.197 6 blue 599
0 39.214 7 blue 615
0 40.673 3 blue 634
0 42.013 9 blue 658
0 43.145 8 blue 682
0 44.326 1 blue 698
0 45.851 10 blue 720
0 46.967 5 blue 736
0 48.387 1 blue 760
0 50.267 3 blue 768
0 51.595 6 blue 792
0 52.859 1 blue 823
0 54.262 2 blue 838
0 55.313 10 blue 860
0 56.985 9 blue 873
0 58.342 6 blue 903
