ID TIME n private balances
2 1786979384.085 0 {} {}
2 1786979384.085 1 None {'1': 0, '0': 0}
2 1786979384.085 4 None {'1': 1, '0': 0, '4': 0}
2 1786979384.085 12 None {'1': 1, '0': 0, '4': 2, '3': 0, '2': 0}
2 1786979384.085 15 None {'1': 1, '0': 0, '4': 2, '3': 7, '2': 0}
