ID TIME n private balances
4 1787160986.056 0 {} {}
4 1787160986.056 0 None {}
4 1787160986.056 1 None {'1': 0}
4 1787160986.056 2 None {'1': 0, '4': 0}
4 1787160986.056 3 None {'1': 0, '4': 0, '2': 0}
4 1787160986.056 4 None {'1': 0, '4': 0, '2': 0}
4 1787160986.056 5 None {'1': 0, '4': 0, '2': 0, '5': 0}
4 1787160986.056 6 None {'1': 0, '4': 0, '2': 0, '5': 0}
4 1787160986.056 7 None {'1': 0, '4': 0, '2': 0, '5': 0, '3': 0}
4 1787160986.056 8 None {'1': 0, '4': 0, '2': 0, '5': 0, '3': 0}
4 1787160986.057 9 None {'1': 0, '4': 0, '2': 0, '5': 0, '3': 0}
4 1787160986.057 10 None {'1': 0, '4': 0, '2': 0, '5': 0, '3': 0}
4 1787160986.057 11 None {'1': 0, '4': 0, '2': 0, '5': 0, '3': 0}
4 1787160986.057 12 None {'1': 0, '4': 0, '2': 0, '5': 0, '3': 0}
4 1787160986.057 13 None {'1': 0, '4': 0, '2': 0, '5': 0, '3': 0}
4 1787160986.057 14 None {'1': 0, '4': 0, '2': 0, '5': 0, '3': 0}
4 1787160986.057 15 None {'1': 0, '4': 0, '2': 0, '5': 0, '3': 0}
4 1787160986.057 16 None {'1': 0, '4': 0, '2': 0, '5': 0, '3': 0}
4 1787160986.057 17 None {'1': 0, '4': 0, '2': 0, '5': 0, '3': 0}
4 1787160986.057 18 None {'1': 0, '4': 0, '2': 0, '5': 0, '3': 0}
