ID TIME n private balances
3 1786584267.521 0 {} {}
3 1786584267.522 3 None {'4': 0, '0': 0, '1': 0, '5': 0}
3 1786584267.522 9 None {'4': 3, '0': 0, '1': 0, '5': 0, '3': 0, '2': 0}
3 1786584267.522 15 None {'4': 3, '0': 0, '1': 0, '5': 0, '3': 5, '2': 0}
3 1786584267.522 18 None {'4': 3, '0': 0, '1': 0, '5': 0, '3': 5, '2': 5}
3 1786584267.522 22 None {'4': 3, '0': 0, '1': 0, '5': 2, '3': 5, '2': 5}
3 1786584267.522 27 None {'4': 3, '0': 0, '1': 3, '5': 2, '3': 5, '2': 5}
3 1786584267.522 33 None {'4': 3, '0': 0, '1': 3, '5': 2, '3': 9, '2': 5}
3 1786584267.522 37 None {'4': 3, '0': 0, '1': 3, '5': 7, '3': 9, '2': 5}
3 1786584267.522 40 None {'4': 3, '0': 0, '1': 6, '5': 7, '3': 9, '2': 5}
3 1786584267.522 43 None {'4': 3, '0': 0, '1': 8, '5': 7, '3': 9, '2': 5}
3 1786584267.522 49 None {'4': 3, '0': 0, '1': 10, '5': 7, '3': 9, '2': 5}
3 1786584267.522 50 None {'4': 3, '0': 0, '1': 10, '5': 12, '3': 9, '2': 5}
3 1786584267.522 55 None {'4': 3, '0': 0, '1': 10, '5': 12, '3': 9, '2': 5}
3 1786584267.522 61 None {'4': 3, '0': 0, '1': 10, '5': 12, '3': 9, '2': 9}
3 1786584267.522 67 None {'4': 3, '0': 0, '1': 10, '5': 12, '3': 14, '2': 9}
3 1786584267.522 68 None {'4': 3, '0': 0, '1': 10, '5': 12, '3': 19, '2': 9}
3 1786584267.522 74 None {'4': 3, '0': 0, '1': 10, '5': 12, '3': 19, '2': 9}
3 1786584267.522 77 None {'4': 8, '0': 0, '1': 10, '5': 12, '3': 19, '2': 9}
