ID TIME n private balances
5 1787161712.161 0 {} {}
5 1787161712.161 0 None {}
5 1787161712.161 1 None {'4': 0}
5 1787161712.161 2 None {'4': 0, '5': 0}
5 1787161712.161 3 None {'4': 0, '5': 0}
5 1787161712.162 4 None {'4': 0, '5': 0}
5 1787161712.162 5 None {'4': 0, '5': 0, '2': 0}
5 1787161712.162 6 None {'4': 0, '5': 0, '2': 0}
5 1787161712.162 7 None {'4': 0, '5': 0, '2': 0}
5 1787161712.162 8 None {'4': 0, '5': 0, '2': 0}
5 1787161712.162 9 None {'4': 0, '5': 0, '2': 0, '1': 0}
5 1787161712.162 10 None {'4': 0, '5': 0, '2': 0, '1': 0}
5 1787161712.162 11 None {'4': 0, '5': 0, '2': 0, '1': 0}
5 1787161712.162 12 None {'4': 0, '5': 0, '2': 0, '1': 0}
5 1787161712.162 13 None {'4': 0, '5': 0, '2': 0, '1': 0}
5 1787161712.162 14 None {'4': 0, '5': 0, '2': 0, '1': 0}
5 1787161712.163 15 None {'4': 0, '5': 0, '2': 0, '1': 0}
