ID TIME n private balances
1 1787161608.552 0 {} {}
1 1787161608.552 0 None {}
1 1787161608.552 1 None {'3': 0}
1 1787161608.553 2 None {'3': 0, '5': 0}
1 1787161608.553 3 None {'3': 0, '5': 0}
1 1787161608.553 4 None {'3': 0, '5': 0, '2': 0}
1 1787161608.553 5 None {'3': 0, '5': 0, '2': 0, '4': 0}
1 1787161608.553 6 None {'3': 0, '5': 0, '2': 0, '4': 0}
1 1787161608.553 7 None {'3': 0, '5': 0, '2': 0, '4': 0}
1 1787161608.553 8 None {'3': 0, '5': 0, '2': 0, '4': 0}
