ID TIME n private balances
2 1786984252.057 0 {} {}
2 1786984252.057 0 None {}
2 1786984252.057 1 None {'1': 0}
2 1786984252.057 6 None {'1': 0, '2': 0, '0': 0, '3': 0, '4': 0}
2 1786984252.057 10 None {'1': 0, '2': 4, '0': 0, '3': 0, '4': 0}
2 1786984252.057 13 None {'1': 0, '2': 7, '0': 0, '3': 0, '4': 0}
2 1786984252.057 16 None {'1': 0, '2': 9, '0': 0, '3': 0, '4': 0}
2 1786984252.057 22 None {'1': 0, '2': 9, '0': 0, '3': 2, '4': 0}
2 1786984252.057 25 None {'1': 0, '2': 9, '0': 0, '3': 2, '4': 5}
2 1786984252.057 28 None {'1': 0, '2': 9, '0': 0, '3': 2, '4': 7}
2 1786984252.057 31 None {'1': 0, '2': 9, '0': 0, '3': 4, '4': 7}
2 1786984252.057 36 None {'1': 0, '2': 9, '0': 0, '3': 6, '4': 7}
