ID TIME n private balances
2 1786769518.395 0 {} {}
2 1786769518.395 1 None {'1': 0, '0': 0}
2 1786769518.395 6 None {'1': 1, '0': 0, '2': 0, '3': 0, '4': 0}
2 1786769518.395 8 None {'1': 1, '0': 0, '2': 4, '3': 0, '4': 0}
2 1786769518.395 12 None {'1': 1, '0': 0, '2': 4, '3': 1, '4': 0, '5': 0}
2 1786769518.395 14 None {'1': 1, '0': 0, '2': 4, '3': 1, '4': 3, '5': 0}
2 1786769518.395 24 None {'1': 1, '0': 0, '2': 4, '3': 1, '4': 3, '5': 1}
2 1786769518.395 28 None {'1': 1, '0': 0, '2': 13, '3': 1, '4': 3, '5': 1}
2 1786769518.395 31 None {'1': 1, '0': 0, '2': 13, '3': 1, '4': 6, '5': 1}
2 1786769518.395 34 None {'1': 1, '0': 0, '2': 13, '3': 3, '4': 6, '5': 1}
2 1786769518.396 38 None {'1': 3, '0': 0, '2': 13, '3': 3, '4': 6, '5': 1}
2 1786769518.396 42 None {'1': 3, '0': 0, '2': 16, '3': 3, '4': 6, '5': 1}
2 1786769518.396 45 None {'1': 3, '0': 0, '2': 16, '3': 6, '4': 6, '5': 1}
2 1786769518.396 50 None {'1': 3, '0': 0, '2': 16, '3': 6, '4': 8, '5': 1}
2 1786769518.396 56 None {'1': 3, '0': 0, '2': 16, '3': 6, '4': 8, '5': 5}
2 1786769518.396 59 None {'1': 3, '0': 0, '2': 21, '3': 6, '4': 8, '5': 5}
2 1786769518.396 64 None {'1': 5, '0': 0, '2': 21, '3': 6, '4': 8, '5': 5}
2 1786769518.396 67 None {'1': 5, '0': 0, '2': 21, '3': 10, '4': 8, '5': 5}
2 1786769518.396 71 None {'1': 5, '0': 0, '2': 23, '3': 10, '4': 8, '5': 5}
2 1786769518.396 75 None {'1': 8, '0': 0, '2': 23, '3': 10, '4': 8, '5': 5}
2 1786769518.396 77 None {'1': 8, '0': 0, '2': 23, '3': 13, '4': 8, '5': 5}
2 1786769518.396 80 None {'1': 8, '0': 0, '2': 23, '3': 13, '4': 8, '5': 6}
2 1786769518.396 84 None {'1': 10, '0': 0, '2': 23, '3': 13, '4': 8, '5': 6}
2 1786769518.396 86 None {'1': 10, '0': 0, '2': 26, '3': 13, '4': 8, '5': 6}
2 1786769518.396 90 None {'1': 10, '0': 0, '2': 26, '3': 14, '4': 8, '5': 6}
2 1786769518.396 92 None {'1': 13, '0': 0, '2': 26, '3': 14, '4': 8, '5': 6}
2 1786769518.396 96 None {'1': 13, '0': 0, '2': 26, '3': 14, '4': 8, '5': 7}
2 1786769518.396 99 None {'1': 13, '0': 0, '2': 26, '3': 17, '4': 8, '5': 7}
