ID TIME n private balances
1 1787134167.637 0 {} {}
1 1787134167.637 0 {} {}
1 1787134167.637 1 None {'1': 0}
1 1787134167.637 2 None {'1': 0, '2': 0}
1 1787134167.637 3 None {'1': 0, '2': 0, '3': 0}
1 1787134167.637 4 None {'1': 0, '2': 0, '3': 0, '4': 0}
1 1787134167.637 5 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.637 6 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.637 7 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.637 8 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.637 9 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.637 10 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.637 11 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.637 12 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 13 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 14 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 15 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 16 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 17 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 18 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 19 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 20 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 21 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 22 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 23 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 24 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 25 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 26 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 27 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 28 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 29 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 30 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 31 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 32 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 33 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 34 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.638 35 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 36 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 37 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 38 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 39 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 40 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 41 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 42 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 43 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 44 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 45 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 46 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 47 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 48 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 49 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 50 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 51 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 52 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 53 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 54 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 55 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 56 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787134167.639 57 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
