ID TIME n private balances
2 1787161116.653 0 {} {}
2 1787161116.653 0 None {}
2 1787161116.653 1 None {'3': 0}
2 1787161116.653 2 None {'3': 0, '5': 0}
2 1787161116.653 3 None {'3': 0, '5': 0}
2 1787161116.653 4 None {'3': 0, '5': 0, '1': 0}
2 1787161116.653 5 None {'3': 0, '5': 0, '1': 0}
2 1787161116.653 6 None {'3': 0, '5': 0, '1': 0}
2 1787161116.653 7 None {'3': 0, '5': 0, '1': 0, '2': 0}
2 1787161116.653 8 None {'3': 0, '5': 0, '1': 0, '2': 0}
2 1787161116.653 9 None {'3': 0, '5': 0, '1': 0, '2': 0}
2 1787161116.653 10 None {'3': 0, '5': 0, '1': 0, '2': 0}
2 1787161116.654 11 None {'3': 0, '5': 0, '1': 0, '2': 0}
2 1787161116.654 12 None {'3': 0, '5': 0, '1': 0, '2': 0}
2 1787161116.654 13 None {'3': 0, '5': 0, '1': 0, '2': 0}
2 1787161116.654 14 None {'3': 0, '5': 0, '1': 0, '2': 0}
2 1787161116.654 15 None {'3': 0, '5': 0, '1': 0, '2': 0}
