ID TIME n private balances
3 1786979014.717 0 {} {}
3 1786979014.718 0 None {}
3 1786979014.718 6 None {'4': 0, '0': 0, '2': 0, '1': 0, '3': 0}
3 1786979014.718 9 None {'4': 0, '0': 0, '2': 0, '1': 0, '3': 5}
3 1786979014.718 14 None {'4': 2, '0': 0, '2': 0, '1': 0, '3': 5}
