ID TIME n private balances
3 1787161216.195 0 {} {}
3 1787161216.195 0 None {}
3 1787161216.195 1 None {'2': 0}
3 1787161216.195 2 None {'2': 0, '3': 0}
3 1787161216.195 3 None {'2': 0, '3': 0, '5': 0}
3 1787161216.196 4 None {'2': 0, '3': 0, '5': 0, '4': 0}
3 1787161216.196 5 None {'2': 0, '3': 0, '5': 0, '4': 0}
3 1787161216.196 6 None {'2': 0, '3': 0, '5': 0, '4': 0}
3 1787161216.196 7 None {'2': 0, '3': 0, '5': 0, '4': 0}
3 1787161216.196 8 None {'2': 0, '3': 0, '5': 0, '4': 0}
3 1787161216.196 9 None {'2': 0, '3': 0, '5': 0, '4': 0}
3 1787161216.196 10 None {'2': 0, '3': 0, '5': 0, '4': 0}
3 1787161216.196 11 None {'2': 0, '3': 0, '5': 0, '4': 0}
3 1787161216.196 12 None {'2': 0, '3': 0, '5': 0, '4': 0}
3 1787161216.196 13 None {'2': 0, '3': 0, '5': 0, '4': 0}
3 1787161216.196 14 None {'2': 0, '3': 0, '5': 0, '4': 0}
3 1787161216.197 15 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
3 1787161216.197 16 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
3 1787161216.197 17 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
3 1787161216.197 18 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
3 1787161216.197 19 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
3 1787161216.197 20 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
3 1787161216.197 21 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
3 1787161216.197 22 None {'2': 0, '3': 0, '5': 0, '4': 0, '1': 0}
