ID TIME ROBOT_ID QLTY QTTY TOTAL
0 14.409 4 blue 8
0 15.629 23 blue 16
0 16.96 22 blue 24
0 18.405 24 blue 32
0 21.584 15 blue 40
0 25.348 19 blue 56
0 27.481 17 blue 64
0 28.92 6 blue 72
0 30.82 12 blue 77
0 31.825 2 blue 93
0 33.908 5 blue 101
0 35.955 23 blue 117
0 37.102 3 blue 125
0 38.292 8 blue 133
0 43.509 24 blue 141
0 44.936 20 blue 149
0 46.724 14 blue 157
0 50.089 25 blue 165
0 51.198 21 blue 173
0 54.06 15 blue 179
0 55.252 2 blue 203
0 56.526 6 blue 211
0 64.234 22 blue 219
0 65.504 17 blue 235
0 67.443 13 blue 243
0 69.802 4 blue 249
0 71.005 9 blue 257
0 73.339 1 blue 273
0 79.58 3 blue 281
0 85.395 19 blue 303
0 90.298 24 blue 319
0 91.711 2 blue 327
0 95.416 12 blue 335
0 100.985 6 blue 350
0 102.121 22 blue 358
0 106.632 20 blue 366
0 108.364 4 blue 382
0 111.572 1 blue 390
0 113.589 25 blue 406
0 119.129 13 blue 414
0 120.423 10 blue 422
0 124.441 8 blue 438
0 126.307 11 blue 446
0 128.518 2 blue 454
0 131.741 23 blue 462
0 133.123 3 blue 470
0 136.212 12 blue 486
0 140.188 19 blue 494
0 144.302 20 blue 508
0 145.389 21 blue 516
0 150.882 5 blue 532
0 153.887 1 blue 540
0 155.393 7 blue 556
0 158.011 25 blue 564
0 159.753 10 blue 572
0 162.743 17 blue 580
0 171.44 15 blue 603
0 177.385 19 blue 630
0 180.944 21 blue 646
0 182.69 18 blue 654
0 185.648 2 blue 662
0 186.998 12 blue 670
0 190.563 24 blue 678
0 192.785 6 blue 686
0 193.908 16 blue 702
0 196.831 7 blue 718
0 200.541 9 blue 726
0 207.204 4 blue 734
0 211.546 15 blue 739
0 214.668 20 blue 747
0 218.742 5 blue 755
0 223.207 24 blue 763
0 224.364 21 blue 771
0 228.017 10 blue 779
0 231.024 25 blue 784
0 233.183 7 blue 791
0 237.702 6 blue 799
0 240.292 18 blue 807
0 241.756 12 blue 823
0 246.798 4 blue 832
0 256.42 22 blue 848
0 258.665 9 blue 856
0 260.357 17 blue 864
0 263.505 15 blue 888
0 276.726 19 blue 892
0 278.185 24 blue 900
0 281.157 5 blue 908
0 286.848 10 blue 913
0 292.167 25 blue 921
0 293.85 23 blue 929
0 299.363 6 blue 937
0 301.836 22 blue 961
0 304.673 7 blue 969
0 305.989 8 blue 977
0 308.763 1 blue 985
0 315.28 14 blue 993
0 319.402 9 blue 1001
0 322.553 12 blue 1009
0 334.484 11 blue 1033
0 342.501 23 blue 1054
0 347.511 6 blue 1070
0 351.432 25 blue 1078
0 352.974 20 blue 1091
0 356.879 1 blue 1107
0 359.173 5 blue 1115
0 360.362 18 blue 1123
0 361.629 22 blue 1128
0 373.634 2 blue 1136
0 377.763 15 blue 1144
0 380.904 13 blue 1152
0 383.783 3 blue 1160
0 384.805 16 blue 1168
0 391.494 6 blue 1184
0 394.971 12 blue 1190
0 396.819 1 blue 1195
0 397.826 24 blue 1211
0 399.384 20 blue 1219
0 406.623 9 blue 1232
0 409.006 4 blue 1240
0 416.045 22 blue 1256
0 423.548 25 blue 1264
0 426.265 3 blue 1272
0 430.756 5 blue 1296
0 433.327 18 blue 1304
0 440.1 23 blue 1312
0 442.063 21 blue 1320
0 444.481 17 blue 1334
0 447.82 13 blue 1342
0 455.264 16 blue 1350
0 460.134 1 blue 1358
0 465.533 19 blue 1374
0 466.665 18 blue 1390
0 475.58 21 blue 1404
0 480.16 25 blue 1412
0 481.274 22 blue 1436
0 494.025 1 blue 1444
0 503.549 14 blue 1466
0 508.094 10 blue 1482
0 509.387 2 blue 1490
0 511.212 24 blue 1498
0 512.906 12 blue 1506
0 517.2 13 blue 1514
0 524.997 9 blue 1530
0 527.431 19 blue 1551
0 530.173 1 blue 1573
0 537.207 25 blue 1581
