ID TIME n private balances
7 1787174150.641 0 {} {}
7 1787174150.641 0 None {}
7 1787174150.641 1 None {'13': 0}
7 1787174150.641 2 None {'13': 0, '20': 0}
7 1787174150.641 3 None {'13': 0, '20': 0, '22': 0}
7 1787174150.641 4 None {'13': 0, '20': 0, '22': 0, '9': 0}
7 1787174150.641 5 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0}
7 1787174150.641 6 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0}
7 1787174150.641 7 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0}
7 1787174150.641 8 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0}
7 1787174150.641 9 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0}
7 1787174150.641 10 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0}
7 1787174150.641 11 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0}
7 1787174150.641 12 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0}
7 1787174150.641 13 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0}
7 1787174150.641 14 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0}
7 1787174150.641 15 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0}
7 1787174150.642 16 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0}
7 1787174150.642 17 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0, '1': 0}
7 1787174150.642 18 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0, '1': 0, '16': 0}
7 1787174150.642 19 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0, '1': 0, '16': 0}
7 1787174150.642 20 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0, '1': 0, '16': 0}
7 1787174150.642 21 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0, '1': 0, '16': 0}
7 1787174150.642 22 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0, '1': 0, '16': 0}
7 1787174150.642 23 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0, '1': 0, '16': 0, '19': 0}
7 1787174150.642 24 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0, '1': 0, '16': 0, '19': 0}
7 1787174150.642 25 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0, '1': 0, '16': 0, '19': 0}
7 1787174150.642 26 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0, '1': 0, '16': 0, '19': 0, '12': 0}
7 1787174150.642 27 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0, '1': 0, '16': 0, '19': 0, '12': 0, '5': 0}
7 1787174150.642 28 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0, '1': 0, '16': 0, '19': 0, '12': 0, '5': 0, '3': 0}
7 1787174150.642 29 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0, '1': 0, '16': 0, '19': 0, '12': 0, '5': 0, '3': 0}
7 1787174150.642 30 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0, '1': 0, '16': 0, '19': 0, '12': 0, '5': 0, '3': 0, '14': 0}
7 1787174150.642 31 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0, '1': 0, '16': 0, '19': 0, '12': 0, '5': 0, '3': 0, '14': 0}
7 1787174150.642 32 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0, '1': 0, '16': 0, '19': 0, '12': 0, '5': 0, '3': 0, '14': 0}
7 1787174150.642 33 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0, '1': 0, '16': 0, '19': 0, '12': 0, '5': 0, '3': 0, '14': 0}
7 1787174150.642 34 None {'13': 0, '20': 0, '22': 0, '9': 0, '2': 0, '21': 0, '15': 0, '11': 0, '17': 0, '25': 0, '1': 0, '16': 0, '19': 0, '12': 0, '5': 0, '3': 0, '14': 0, '23': 0}
