ID TIME n private balances
5 1787160788.468 0 {} {}
5 1787160788.469 0 None {}
5 1787160788.469 1 None {'4': 0}
5 1787160788.469 2 None {'4': 0, '1': 0}
5 1787160788.469 3 None {'4': 0, '1': 0, '2': 0}
5 1787160788.469 4 None {'4': 0, '1': 0, '2': 0}
5 1787160788.469 5 None {'4': 0, '1': 0, '2': 0, '3': 0}
5 1787160788.469 6 None {'4': 0, '1': 0, '2': 0, '3': 0}
5 1787160788.469 7 None {'4': 0, '1': 0, '2': 0, '3': 0}
5 1787160788.469 8 None {'4': 0, '1': 0, '2': 0, '3': 0}
5 1787160788.47 9 None {'4': 0, '1': 0, '2': 0, '3': 0}
