ID TIME n private balances
1 1787133921.267 0 {} {}
1 1787133921.267 0 {} {}
1 1787133921.267 1 None {'1': 0}
1 1787133921.267 2 None {'1': 0, '2': 0}
1 1787133921.267 3 None {'1': 0, '2': 0, '3': 0}
1 1787133921.267 4 None {'1': 0, '2': 0, '3': 0}
1 1787133921.267 5 None {'1': 0, '2': 0, '3': 0}
1 1787133921.267 6 None {'1': 0, '2': 0, '3': 0}
1 1787133921.267 7 None {'1': 0, '2': 0, '3': 0, '4': 0}
1 1787133921.267 8 None {'1': 0, '2': 0, '3': 0, '4': 0}
1 1787133921.267 9 None {'1': 0, '2': 0, '3': 0, '4': 0}
1 1787133921.267 10 None {'1': 0, '2': 0, '3': 0, '4': 0}
1 1787133921.267 11 None {'1': 0, '2': 0, '3': 0, '4': 0}
1 1787133921.267 12 None {'1': 0, '2': 0, '3': 0, '4': 0}
1 1787133921.268 13 None {'1': 0, '2': 0, '3': 0, '4': 0}
1 1787133921.268 14 None {'1': 0, '2': 0, '3': 0, '4': 0}
1 1787133921.268 15 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787133921.268 16 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787133921.268 17 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787133921.268 18 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787133921.268 19 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787133921.268 20 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787133921.268 21 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787133921.268 22 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787133921.268 23 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787133921.268 24 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787133921.268 25 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787133921.268 26 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787133921.268 27 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787133921.268 28 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787133921.268 29 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
1 1787133921.268 30 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
