ID TIME n private balances
5 1787161608.538 0 {} {}
5 1787161608.538 0 None {}
5 1787161608.538 1 None {'3': 0}
5 1787161608.538 2 None {'3': 0, '5': 0}
5 1787161608.538 3 None {'3': 0, '5': 0}
5 1787161608.538 4 None {'3': 0, '5': 0, '2': 0}
5 1787161608.538 5 None {'3': 0, '5': 0, '2': 0, '4': 0}
5 1787161608.538 6 None {'3': 0, '5': 0, '2': 0, '4': 0}
5 1787161608.538 7 None {'3': 0, '5': 0, '2': 0, '4': 0}
5 1787161608.538 8 None {'3': 0, '5': 0, '2': 0, '4': 0}
