ID TIME n private balances
2 1787161712.176 0 {} {}
2 1787161712.176 0 None {}
2 1787161712.176 1 None {'4': 0}
2 1787161712.176 2 None {'4': 0, '5': 0}
2 1787161712.176 3 None {'4': 0, '5': 0}
2 1787161712.177 4 None {'4': 0, '5': 0}
2 1787161712.177 5 None {'4': 0, '5': 0, '2': 0}
2 1787161712.177 6 None {'4': 0, '5': 0, '2': 0}
2 1787161712.177 7 None {'4': 0, '5': 0, '2': 0}
2 1787161712.177 8 None {'4': 0, '5': 0, '2': 0}
2 1787161712.177 9 None {'4': 0, '5': 0, '2': 0, '1': 0}
2 1787161712.177 10 None {'4': 0, '5': 0, '2': 0, '1': 0}
2 1787161712.177 11 None {'4': 0, '5': 0, '2': 0, '1': 0}
2 1787161712.177 12 None {'4': 0, '5': 0, '2': 0, '1': 0}
2 1787161712.177 13 None {'4': 0, '5': 0, '2': 0, '1': 0}
2 1787161712.177 14 None {'4': 0, '5': 0, '2': 0, '1': 0}
2 1787161712.178 15 None {'4': 0, '5': 0, '2': 0, '1': 0}
2 1787161712.178 16 None {'4': 0, '5': 0, '2': 0, '1': 0}
