ID TIME ROBOT_ID QLTY QTTY TOTAL
0 1.334 4 blue 8
0 2.895 4 blue 40
0 4.161 5 blue 72
0 5.459 1 blue 88
0 6.612 4 blue 112
0 8.27 3 blue 146
0 10.792 2 blue 175
0 12.973 5 blue 206
0 14.28 1 blue 228
0 16.432 2 blue 250
0 18.914 4 blue 274
0 21.125 3 blue 303
0 22.57 3 blue 333
0 23.733 5 blue 365
0 24.76 1 blue 389
0 25.777 2 blue 397
0 26.817 4 blue 417
0 28.097 3 blue 441
0 30.567 4 blue 471
0 32.016 1 blue 503
0 34.103 5 blue 527
0 35.187 4 blue 542
0 37.517 2 blue 558
0 39.01 1 blue 582
0 40.411 2 blue 606
0 41.526 5 blue 622
