ID TIME 
0 0.013 
0 0.032 
0 0.043 
0 0.055 
0 0.066 
0 0.075 
0 0.085 
0 0.094 
0 0.104 
0 0.113 
0 0.14 
0 0.152 
0 0.164 
0 0.175 
0 0.191 
0 0.203 
0 0.215 
0 0.226 
0 0.237 
0 0.249 
0 0.266 
0 0.278 
0 0.47 
0 0.495 
0 0.519 
0 0.543 
0 0.568 
0 0.592 
0 0.616 
0 0.64 
0 0.67 
0 0.695 
0 0.72 
0 0.744 
0 0.769 
0 0.797 
0 0.824 
0 0.852 
0 0.879 
0 0.906 
0 0.938 
0 0.967 
0 0.994 
0 1.507 
0 1.631 
0 1.752 
0 1.872 
0 1.991 
0 2.121 
0 2.24 
0 2.363 
0 2.482 
0 2.601 
0 2.732 
0 2.844 
0 2.97 
0 3.08 
0 3.192 
0 3.303 
0 3.415 
0 3.533 
0 3.645 
0 3.757 
0 3.868 
0 4.611 
0 4.723 
0 4.832 
0 4.941 
0 5.05 
0 5.175 
0 5.287 
0 5.394 
0 5.501 
0 5.608 
0 5.715 
0 5.823 
0 5.939 
0 6.057 
0 6.175 
0 6.292 
0 6.414 
0 6.53 
0 6.664 
0 6.781 
0 6.897 
0 7.445 
0 7.573 
0 7.701 
0 7.826 
0 7.955 
0 8.084 
0 8.23 
0 8.356 
0 8.48 
0 8.604 
0 8.72 
0 8.836 
0 8.951 
0 9.067 
0 9.191 
0 9.312 
0 9.428 
0 9.545 
0 9.661 
0 9.777 
0 9.893 
0 10.519 
0 10.659 
0 10.796 
0 10.932 
0 11.073 
0 11.235 
0 11.371 
0 11.509 
0 11.645 
0 11.781 
0 11.916 
0 12.053 
0 12.189 
0 12.325 
0 12.464 
0 12.6 
0 12.735 
0 12.871 
0 13.007 
0 13.142 
0 13.279 
0 14.013 
0 14.189 
0 14.343 
0 14.529 
0 14.684 
0 14.84 
0 15.002 
0 15.179 
0 15.345 
0 15.509 
0 15.673 
0 15.836 
0 16.0 
0 16.168 
0 16.332 
0 16.527 
0 16.69 
0 16.855 
0 17.02 
0 17.185 
0 17.349 
0 17.917 
0 18.099 
0 18.282 
0 18.462 
0 18.641 
0 18.821 
0 19.001 
0 19.18 
0 19.36 
0 19.538 
0 19.717 
0 19.907 
0 20.093 
0 20.301 
0 20.49 
0 20.66 
0 20.829 
0 21.0 
0 21.17 
0 21.339 
0 21.509 
0 22.11 
0 22.272 
0 22.43 
0 22.586 
0 22.742 
0 22.898 
0 23.054 
0 23.209 
0 23.364 
0 23.52 
0 23.675 
0 23.834 
0 23.989 
0 24.144 
0 24.3 
0 24.456 
0 24.643 
0 24.8 
0 24.972 
0 25.127 
0 25.278 
0 25.72 
0 25.871 
0 26.022 
0 26.17 
0 26.333 
0 26.516 
0 26.66 
0 26.816 
0 26.962 
0 27.107 
0 27.256 
0 27.401 
0 27.547 
0 27.693 
0 27.839 
0 27.984 
0 28.13 
0 28.275 
0 28.42 
0 28.566 
0 28.714 
0 29.281 
0 29.441 
0 29.596 
0 29.75 
0 29.904 
0 30.065 
0 30.247 
0 30.406 
0 30.562 
0 30.717 
0 30.869 
0 31.021 
0 31.173 
0 31.362 
0 31.514 
0 31.666 
0 31.817 
0 31.969 
0 32.122 
0 32.276 
0 32.427 
0 32.838 
0 32.991 
0 33.179 
0 33.33 
0 33.47 
0 33.613 
0 33.756 
0 33.899 
0 34.044 
0 34.187 
0 34.33 
0 34.473 
0 34.619 
0 34.769 
0 34.919 
0 35.071 
0 35.22 
0 35.37 
0 35.524 
0 35.674 
0 35.823 
0 36.432 
0 36.592 
0 36.751 
0 36.908 
0 37.076 
0 37.228 
0 37.438 
0 37.593 
0 37.744 
0 37.897 
0 38.063 
0 38.209 
