ID TIME n private balances
2 1787133640.249 0 {} {}
2 1787133640.249 0 None {}
2 1787133640.249 1 None {'1': 0}
2 1787133640.249 2 None {'1': 0, '2': 0}
2 1787133640.249 3 None {'1': 0, '2': 0, '3': 0}
2 1787133640.249 4 None {'1': 0, '2': 0, '3': 0, '4': 0}
2 1787133640.249 5 None {'1': 0, '2': 0, '3': 0, '4': 0}
2 1787133640.249 6 None {'1': 0, '2': 0, '3': 0, '4': 0}
2 1787133640.249 7 None {'1': 0, '2': 0, '3': 0, '4': 0}
2 1787133640.249 8 None {'1': 0, '2': 0, '3': 0, '4': 0}
2 1787133640.249 9 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.249 10 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.249 11 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.249 12 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.249 13 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.249 14 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 15 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 16 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 17 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 18 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 19 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 20 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 21 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 22 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 23 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 24 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 25 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 26 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 27 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 28 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 29 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 30 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 31 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 32 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 33 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 34 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 35 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.25 36 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 37 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 38 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 39 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 40 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 41 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 42 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 43 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 44 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 45 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 46 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 47 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 48 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 49 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 50 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 51 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 52 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 53 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 54 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 55 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 56 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 57 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.251 58 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 59 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 60 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 61 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 62 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 63 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 64 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 65 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 66 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 67 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 68 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 69 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 70 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 71 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 72 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 73 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 74 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 75 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 76 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 77 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 78 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 79 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.252 80 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.253 81 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.253 82 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.253 83 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.253 84 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.253 85 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.253 86 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.253 87 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.253 88 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
2 1787133640.253 89 None {'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}
