ID TIME n private balances
10 1786985399.139 0 {} {}
10 1786985399.139 1 None {'3': 0, '0': 0}
10 1786985399.139 7 None {'3': 1, '0': 0, '7': 0, '5': 0, '2': 0, '1': 0}
10 1786985399.139 12 None {'3': 6, '0': 0, '7': 0, '5': 0, '2': 0, '1': 0}
10 1786985399.139 15 None {'3': 10, '0': 0, '7': 0, '5': 0, '2': 0, '1': 0}
10 1786985399.139 19 None {'3': 10, '0': 0, '7': 0, '5': 0, '2': 0, '1': 2}
10 1786985399.139 22 None {'3': 10, '0': 0, '7': 0, '5': 0, '2': 0, '1': 5}
10 1786985399.139 25 None {'3': 10, '0': 0, '7': 0, '5': 0, '2': 2, '1': 5}
10 1786985399.139 29 None {'3': 10, '0': 0, '7': 0, '5': 0, '2': 4, '1': 5}
10 1786985399.139 53 None {'3': 10, '0': 0, '7': 0, '5': 0, '2': 4, '1': 8, '11': 0, '4': 0, '9': 0, '10': 0, '12': 0, '6': 0, '8': 0}
10 1786985399.139 65 None {'3': 10, '0': 0, '7': 0, '5': 0, '2': 4, '1': 31, '11': 0, '4': 0, '9': 0, '10': 0, '12': 0, '6': 0, '8': 0}
10 1786985399.14 76 None {'3': 10, '0': 0, '7': 0, '5': 0, '2': 4, '1': 31, '11': 0, '4': 0, '9': 0, '10': 11, '12': 0, '6': 0, '8': 0}
10 1786985399.14 79 None {'3': 10, '0': 0, '7': 0, '5': 0, '2': 4, '1': 31, '11': 0, '4': 0, '9': 0, '10': 11, '12': 10, '6': 0, '8': 0}
