ID TIME n private balances
1 1786977668.913 0 {} {}
1 1786977668.913 0 {} {}
1 1786977668.914 4 None {'3': 0, '0': 0, '1': 0}
1 1786977668.914 10 None {'3': 3, '0': 0, '1': 0, '2': 0, '8': 0}
