ID TIME ROBOT_ID QLTY QTTY TOTAL
0 2.438 9 blue 8
0 3.695 10 blue 24
0 4.907 4 blue 72
0 6.404 10 blue 93
0 7.503 4 blue 120
0 9.207 2 blue 141
0 10.244 10 blue 185
0 11.398 1 blue 193
0 12.665 6 blue 201
0 14.171 3 blue 224
0 15.517 9 blue 272
0 16.598 1 blue 278
0 17.615 5 blue 316
0 19.777 3 blue 330
0 20.816 7 blue 370
0 22.1 10 blue 394
0 23.54 7 blue 412
0 25.29 10 blue 443
0 26.443 2 blue 488
0 29.345 6 blue 512
0 30.482 8 blue 534
0 32.202 6 blue 558
0 33.694 4 blue 566
0 34.729 7 blue 598
0 36.573 5 blue 606
0 38.195 6 blue 622
0 39.272 10 blue 662
0 40.791 5 blue 678
0 42.836 8 blue 692
0 43.92 1 blue 740
0 45.068 4 blue 762
0 46.469 7 blue 770
0 47.56 10 blue 807
0 48.915 9 blue 839
0 50.054 6 blue 853
0 51.343 8 blue 877
0 52.536 4 blue 893
0 53.848 9 blue 909
0 55.003 10 blue 936
