ID TIME n private balances
4 1787160788.473 0 {} {}
4 1787160788.473 0 {} {}
4 1787160788.473 1 None {'4': 0}
4 1787160788.473 2 None {'4': 0, '1': 0}
4 1787160788.473 3 None {'4': 0, '1': 0, '2': 0}
4 1787160788.473 4 None {'4': 0, '1': 0, '2': 0}
4 1787160788.473 5 None {'4': 0, '1': 0, '2': 0, '3': 0}
4 1787160788.473 6 None {'4': 0, '1': 0, '2': 0, '3': 0}
4 1787160788.473 7 None {'4': 0, '1': 0, '2': 0, '3': 0}
4 1787160788.473 8 None {'4': 0, '1': 0, '2': 0, '3': 0}
4 1787160788.473 9 None {'4': 0, '1': 0, '2': 0, '3': 0}
