ID TIME n private balances
2 1786984447.673 0 {} {}
2 1786984447.673 0 None {}
2 1786984447.673 5 None {'4': 0, '0': 0, '2': 0, '3': 0, '1': 0}
2 1786984447.673 6 None {'4': 4, '0': 0, '2': 0, '3': 0, '1': 0}
2 1786984447.673 11 None {'4': 4, '0': 0, '2': 0, '3': 0, '1': 0}
2 1786984447.673 14 None {'4': 4, '0': 0, '2': 0, '3': 4, '1': 0}
2 1786984447.673 19 None {'4': 6, '0': 0, '2': 0, '3': 4, '1': 0}
2 1786984447.673 23 None {'4': 6, '0': 0, '2': 4, '3': 4, '1': 0}
2 1786984447.673 24 None {'4': 6, '0': 0, '2': 7, '3': 4, '1': 0}
2 1786984447.673 25 None {'4': 6, '0': 0, '2': 7, '3': 4, '1': 0}
2 1786984447.673 30 None {'4': 6, '0': 0, '2': 7, '3': 4, '1': 0}
2 1786984447.673 33 None {'4': 6, '0': 0, '2': 11, '3': 4, '1': 0}
