ID TIME n private balances
4 1787161412.191 0 {} {}
4 1787161412.191 0 {} {}
4 1787161412.191 1 None {'4': 0}
4 1787161412.191 2 None {'4': 0, '5': 0}
4 1787161412.191 3 None {'4': 0, '5': 0, '2': 0}
4 1787161412.191 4 None {'4': 0, '5': 0, '2': 0}
4 1787161412.191 5 None {'4': 0, '5': 0, '2': 0, '3': 0}
4 1787161412.191 6 None {'4': 0, '5': 0, '2': 0, '3': 0}
4 1787161412.191 7 None {'4': 0, '5': 0, '2': 0, '3': 0}
4 1787161412.191 8 None {'4': 0, '5': 0, '2': 0, '3': 0}
4 1787161412.191 9 None {'4': 0, '5': 0, '2': 0, '3': 0}
4 1787161412.191 10 None {'4': 0, '5': 0, '2': 0, '3': 0}
4 1787161412.191 11 None {'4': 0, '5': 0, '2': 0, '3': 0}
4 1787161412.191 12 None {'4': 0, '5': 0, '2': 0, '3': 0}
4 1787161412.191 13 None {'4': 0, '5': 0, '2': 0, '3': 0}
