ID TIME n private balances
1 1786984281.769 0 {} {}
1 1786984281.769 2 None {'3': 0, '0': 0, '2': 0}
1 1786984281.77 5 None {'3': 2, '0': 0, '2': 0, '4': 0}
1 1786984281.77 9 None {'3': 4, '0': 0, '2': 0, '4': 0}
1 1786984281.77 11 None {'3': 7, '0': 0, '2': 0, '4': 0}
1 1786984281.77 14 None {'3': 8, '0': 0, '2': 0, '4': 0}
1 1786984281.77 16 None {'3': 8, '0': 0, '2': 0, '4': 2}
1 1786984281.77 17 None {'3': 8, '0': 0, '2': 0, '4': 3}
1 1786984281.77 24 None {'3': 8, '0': 0, '2': 0, '4': 3, '1': 0}
1 1786984281.77 31 None {'3': 8, '0': 0, '2': 0, '4': 9, '1': 0}
