ID TIME ROBOT_ID QLTY QTTY TOTAL
0 1.841 4 blue 8
0 3.677 4 blue 46
0 5.152 3 blue 75
0 6.299 1 blue 99
0 7.623 3 blue 115
0 8.818 1 blue 137
0 10.001 2 blue 161
0 11.261 4 blue 175
0 13.152 4 blue 205
0 14.894 4 blue 237
0 15.895 3 blue 253
0 17.228 4 blue 269
0 18.446 1 blue 293
0 19.579 3 blue 314
0 21.335 5 blue 338
0 22.902 5 blue 354
0 24.581 5 blue 376
0 26.468 2 blue 405
0 27.551 1 blue 421
0 29.314 3 blue 453
0 31.221 4 blue 485
0 32.434 1 blue 499
0 33.659 4 blue 515
0 34.957 3 blue 539
0 36.118 5 blue 560
0 37.23 1 blue 576
0 39.011 5 blue 605
0 40.682 1 blue 613
