ID TIME n private balances
1 1786984222.403 0 {} {}
1 1786984222.403 3 None {'3': 0, '0': 0, '4': 0, '2': 0}
1 1786984222.403 6 None {'3': 3, '0': 0, '4': 0, '2': 0, '1': 0}
1 1786984222.403 9 None {'3': 5, '0': 0, '4': 0, '2': 0, '1': 0}
1 1786984222.403 11 None {'3': 5, '0': 0, '4': 0, '2': 0, '1': 2}
1 1786984222.403 16 None {'3': 5, '0': 0, '4': 0, '2': 0, '1': 3}
1 1786984222.403 20 None {'3': 5, '0': 0, '4': 0, '2': 0, '1': 7}
1 1786984222.403 25 None {'3': 8, '0': 0, '4': 0, '2': 0, '1': 7}
1 1786984222.403 30 None {'3': 8, '0': 0, '4': 0, '2': 4, '1': 7}
1 1786984222.403 34 None {'3': 8, '0': 0, '4': 4, '2': 4, '1': 7}
1 1786984222.403 37 None {'3': 8, '0': 0, '4': 7, '2': 4, '1': 7}
1 1786984222.403 40 None {'3': 8, '0': 0, '4': 7, '2': 4, '1': 9}
