ID TIME n private balances
1 1787160921.183 0 {} {}
1 1787160921.183 0 None {}
1 1787160921.183 1 None {'3': 0}
1 1787160921.183 2 None {'3': 0, '5': 0}
1 1787160921.183 3 None {'3': 0, '5': 0, '1': 0}
1 1787160921.183 4 None {'3': 0, '5': 0, '1': 0}
1 1787160921.184 5 None {'3': 0, '5': 0, '1': 0, '4': 0}
1 1787160921.184 6 None {'3': 0, '5': 0, '1': 0, '4': 0}
1 1787160921.184 7 None {'3': 0, '5': 0, '1': 0, '4': 0}
1 1787160921.184 8 None {'3': 0, '5': 0, '1': 0, '4': 0}
1 1787160921.184 9 None {'3': 0, '5': 0, '1': 0, '4': 0}
1 1787160921.184 10 None {'3': 0, '5': 0, '1': 0, '4': 0}
1 1787160921.184 11 None {'3': 0, '5': 0, '1': 0, '4': 0}
1 1787160921.184 12 None {'3': 0, '5': 0, '1': 0, '4': 0}
1 1787160921.184 13 None {'3': 0, '5': 0, '1': 0, '4': 0}
1 1787160921.184 14 None {'3': 0, '5': 0, '1': 0, '4': 0}
1 1787160921.184 15 None {'3': 0, '5': 0, '1': 0, '4': 0}
1 1787160921.185 16 None {'3': 0, '5': 0, '1': 0, '4': 0}
