ID TIME n private balances
3 1787161379.668 0 {} {}
3 1787161379.668 0 None {}
3 1787161379.669 1 None {'4': 0}
3 1787161379.669 2 None {'4': 0, '3': 0}
3 1787161379.669 3 None {'4': 0, '3': 0, '2': 0}
3 1787161379.669 4 None {'4': 0, '3': 0, '2': 0}
3 1787161379.669 5 None {'4': 0, '3': 0, '2': 0, '1': 0}
3 1787161379.669 6 None {'4': 0, '3': 0, '2': 0, '1': 0}
3 1787161379.669 7 None {'4': 0, '3': 0, '2': 0, '1': 0}
3 1787161379.669 8 None {'4': 0, '3': 0, '2': 0, '1': 0}
3 1787161379.669 9 None {'4': 0, '3': 0, '2': 0, '1': 0}
3 1787161379.669 10 None {'4': 0, '3': 0, '2': 0, '1': 0}
3 1787161379.669 11 None {'4': 0, '3': 0, '2': 0, '1': 0}
3 1787161379.67 12 None {'4': 0, '3': 0, '2': 0, '1': 0}
3 1787161379.67 13 None {'4': 0, '3': 0, '2': 0, '1': 0}
3 1787161379.67 14 None {'4': 0, '3': 0, '2': 0, '1': 0, '5': 0}
3 1787161379.67 15 None {'4': 0, '3': 0, '2': 0, '1': 0, '5': 0}
