ID TIME n private balances
4 1787162984.671 0 {} {}
4 1787162984.671 0 None {}
4 1787162984.671 1 None {'2': 0}
4 1787162984.671 2 None {'2': 0, '4': 0}
4 1787162984.671 3 None {'2': 0, '4': 0}
4 1787162984.671 4 None {'2': 0, '4': 0, '9': 0}
4 1787162984.671 5 None {'2': 0, '4': 0, '9': 0, '7': 0}
4 1787162984.671 6 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0}
4 1787162984.671 7 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0}
4 1787162984.671 8 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0}
4 1787162984.671 9 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0}
4 1787162984.671 10 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0}
4 1787162984.671 11 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0}
4 1787162984.671 12 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0}
4 1787162984.671 13 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0}
4 1787162984.671 14 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0}
4 1787162984.671 15 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0}
4 1787162984.671 16 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0}
4 1787162984.671 17 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0}
4 1787162984.671 18 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0, '3': 0}
4 1787162984.671 19 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0, '3': 0}
4 1787162984.672 20 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0, '3': 0}
4 1787162984.672 21 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0, '3': 0}
4 1787162984.672 22 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0, '3': 0, '1': 0}
4 1787162984.672 23 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0, '3': 0, '1': 0}
4 1787162984.672 24 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0, '3': 0, '1': 0}
4 1787162984.672 25 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0, '3': 0, '1': 0}
4 1787162984.672 26 None {'2': 0, '4': 0, '9': 0, '7': 0, '6': 0, '10': 0, '8': 0, '5': 0, '3': 0, '1': 0}
