ID TIME ROBOT_ID QLTY QTTY TOTAL
0 1.387 4 blue 8
0 3.401 1 blue 40
0 4.881 2 blue 72
0 6.022 1 blue 88
0 7.132 4 blue 112
0 8.202 2 blue 136
0 9.841 2 blue 164
0 12.005 1 blue 196
0 13.23 2 blue 220
0 14.804 3 blue 243
0 15.942 4 blue 259
0 17.482 1 blue 275
0 19.382 5 blue 307
0 20.828 1 blue 347
0 21.992 5 blue 362
0 22.994 1 blue 384
0 24.0 5 blue 400
0 25.568 4 blue 418
0 27.066 2 blue 450
0 28.834 4 blue 474
0 30.482 3 blue 504
0 32.057 5 blue 536
0 33.149 4 blue 552
0 34.51 3 blue 568
0 36.669 4 blue 589
0 38.307 5 blue 621
0 39.74 5 blue 637
