ID TIME n private balances
4 1786584267.518 0 {} {}
4 1786584267.518 3 {} {'4': 0, '0': 0, '1': 0, '5': 0}
4 1786584267.518 9 None {'4': 3, '0': 0, '1': 0, '5': 0, '3': 0, '2': 0}
4 1786584267.518 15 None {'4': 3, '0': 0, '1': 0, '5': 0, '3': 5, '2': 0}
4 1786584267.518 18 None {'4': 3, '0': 0, '1': 0, '5': 0, '3': 5, '2': 5}
4 1786584267.518 22 None {'4': 3, '0': 0, '1': 0, '5': 2, '3': 5, '2': 5}
4 1786584267.518 27 None {'4': 3, '0': 0, '1': 3, '5': 2, '3': 5, '2': 5}
4 1786584267.518 33 None {'4': 3, '0': 0, '1': 3, '5': 2, '3': 9, '2': 5}
4 1786584267.518 37 None {'4': 3, '0': 0, '1': 3, '5': 7, '3': 9, '2': 5}
4 1786584267.518 40 None {'4': 3, '0': 0, '1': 6, '5': 7, '3': 9, '2': 5}
4 1786584267.518 43 None {'4': 3, '0': 0, '1': 8, '5': 7, '3': 9, '2': 5}
4 1786584267.519 49 None {'4': 3, '0': 0, '1': 10, '5': 7, '3': 9, '2': 5}
4 1786584267.519 50 None {'4': 3, '0': 0, '1': 10, '5': 12, '3': 9, '2': 5}
4 1786584267.519 55 None {'4': 3, '0': 0, '1': 10, '5': 12, '3': 9, '2': 5}
4 1786584267.519 61 None {'4': 3, '0': 0, '1': 10, '5': 12, '3': 9, '2': 9}
4 1786584267.519 67 None {'4': 3, '0': 0, '1': 10, '5': 12, '3': 14, '2': 9}
4 1786584267.519 68 None {'4': 3, '0': 0, '1': 10, '5': 12, '3': 19, '2': 9}
4 1786584267.519 74 None {'4': 3, '0': 0, '1': 10, '5': 12, '3': 19, '2': 9}
4 1786584267.519 77 None {'4': 8, '0': 0, '1': 10, '5': 12, '3': 19, '2': 9}
