ID TIME n private balances
2 1787161412.196 0 {} {}
2 1787161412.196 0 None {}
2 1787161412.196 1 None {'4': 0}
2 1787161412.196 2 None {'4': 0, '5': 0}
2 1787161412.196 3 None {'4': 0, '5': 0, '2': 0}
2 1787161412.196 4 None {'4': 0, '5': 0, '2': 0}
2 1787161412.196 5 None {'4': 0, '5': 0, '2': 0, '3': 0}
2 1787161412.196 6 None {'4': 0, '5': 0, '2': 0, '3': 0}
2 1787161412.196 7 None {'4': 0, '5': 0, '2': 0, '3': 0}
2 1787161412.196 8 None {'4': 0, '5': 0, '2': 0, '3': 0}
2 1787161412.196 9 None {'4': 0, '5': 0, '2': 0, '3': 0}
2 1787161412.196 10 None {'4': 0, '5': 0, '2': 0, '3': 0}
2 1787161412.196 11 None {'4': 0, '5': 0, '2': 0, '3': 0}
2 1787161412.196 12 None {'4': 0, '5': 0, '2': 0, '3': 0}
2 1787161412.196 13 None {'4': 0, '5': 0, '2': 0, '3': 0}
